Index,Reactants,Reactant amounts,Products,Product amounts,Solvents,Reaction temperature,Reaction time,Yield
volume83article23_1_1,"4-phenylbut-3-en-2-one, RhCl(PPh3)3, trifluoroiodomethane, diethylzinc","7.310 g (50 mmol), 925 mg (1.0 mmol), 7 mL (ca. 86 mmol), 75 mL 1.0 M",4-phenyl-3-(trifluoromethyl)butan-2-one,7.610 g (72%),tetrahydrofuran,"-30°C, room temperature",1 hour,72%
volume83article24_1_1,"ethyl vinyl ether, chloroform, benzyltriethylammonium chloride, sodium hydroxide","9.55 mL, 31.9 mL, 0.100 g, 12.0 g","1,1-dichloro-2-ethoxycyclopropane",12.94 g,N/A,"0°C, room temperature","2 hours at 0°C, 22 hours at room temperature",84%
volume83article24_2_1,"absolute ethanol, pyridine, 1,1-dichloro-2-ethoxycyclopropane","50 mL, 7.33 mL (7.20 g), 10.86 g","2-Chloro-3,3-Diethoxyprop-1-Ene",6.75 g,ethanol,reflux,48 hours,59%
volume83article25_1_1,"2-methylcyclohexanone, triethylamine, t-butyldimethylsilyl chloride, sodium iodide","10.0 mL (82.6 mmol), 13.9 mL (100 mmol), 15.1 g (100 mmol), 15.0 g (100 mmol)",1-tert-Butyldimethylsilyloxy-2-Methyl-1-Cyclohexene,17.75-17.80 g,acetonitrile,Ambient temperature,18 hours,95%
volume83article25_2_1,"1, methyl acrylate, trifluoromethanesulfonimide","4.98 g (22.0 mmol), 1.80 mL (20.0 mmol), 2.50 mL (0.20 mmol)",1-(tert-Butyldimethylsilyloxy)-8-(Methoxycarbonyl)-6-Methyl- Bicyclo[4.2.0]Octane,5.13-5.27 g,"dichloromethane, toluene",-78°C,30 min,82-84%
volume83article26_1_1,"CH2Cl2, propargyl alcohol, triethylamine, DMAP, benzoyl chloride","250 mL, 13.6 mL (240 mmol), 42 mL (300 mmol), 2.4 g (20 mmol), 23.2 mL (200 mmol)",Propargyl Benzoate,28.4-28.9 g,CH2Cl2,"Ice bath, room temperature",4 hours,89-90%
volume83article26_2_1,"all-cis polybutadiene, Grubbs second generation catalyst, propargyl benzoate, ethyl vinyl ether","8.66 g (160 mmol), 271 mg (0.32 mmol), 3.2 g (20 mmol), 612 µL (0.64 mmol)","2-(Benzoyloxymethyl)-1,3-Cyclohexadiene",2.64-2.69 g,CH2Cl2,45°C,"2 hours (addition), 30 minutes (heating)",62-63%
volume83article27_1_1,"tetrabromothiophene, butyllithium, N-formylpiperidine","16.0 g (40.0 mmol), 50 mL (1.6 M in hexanes, 80 mmol), 10 mL (90 mmol)","3,4-Dibromo-2,5-Diformylthiophene",8.8 g,tetrahydrofuran,-70°C to ambient temperature,overnight,74%
volume83article27_2_1,"3,4-dibromo-2,5-diformylthiophene, anhydrous potassium carbonate, ethyl 2-mercaptoacetate","8.0 g (26.9 mmol), 9.65 g (69.8 mmol), 6 mL (55 mmol)","Dithieno[3,2-b:2',3'-d]Thiophene-2,6-Dicarboxylic Acid Diethyl Ester",6.8 g,"N,N-dimethylformamide",Ambient temperature,3 days,74%
volume83article27_3_1,"dithieno[3,2-b:2',3'-d]thiophene-2,6-dicarboxylic acid diethyl ester, lithium hydroxide","5.00 g (14.7 mmol), 75 mL","Dithieno[3,2-b:2',3'-d]Thiophene-2,6-Dicarboxylic Acid",3.8 g,tetrahydrofuran,70°C,4 hours,91%
volume83article27_4_1,"dithieno[3,2-b:2',3'-d]thiophene-2,6-dicarboxylic acid, copper powder","3.80 g (13.4 mmol), 0.81 g (12.7 mmol)","Dithieno[3,2-b:2',3'-d]Thiophene",1.9 g,quinoline,reflux at 230°C,1 hour,72%
volume83article28_1_1,"di-μ-chloro-dichlorobis(η5-pentamethylcyclopentadienyl)diiridium, sodium bicarbonate, benzylamine, 1,5-pentanediol","199 mg (0.25 mmol), 41 mg (0.48 mmol), 10.70 g (10.91 mL, 99.86 mmol), 10.39 g (10.45 mL, 99.76 mmol)",N-Benzylpiperidine,14.20-14.30 g,toluene,reflux (120°C),17.5 hours,81-82%
volume84article1_1_1,"copper(I) bromide, trimethylsilylacetylene, cyclohexanecarbaldehyde, dibenzylamine","143 mg, 1.96 g (2.85 mL, 20.0 mmol), 2.24 g (2.42 mL, 20.0 mmol), 3.95 g (3.87 mL, 20.0 mmol)","N,N-Dibenzyl-N-[1-cyclohexyl-3-(trimethylsilyl)-2-propynyl]-amine",6.86 g,toluene,room temperature,24 hours,88%
volume84article1_2_1,"copper(I) bromide, (S)-Quinap, toluene, molecular sieves 4 Å, trimethylsilylacetylene, cyclohexanecarbaldehyde, dibenzylamine","21.5 mg, 72.5 mg, 9 mL, 1.5 g, 295 mg, 337 mg, 592 mg","(R)-(+)-N,N-dibenzyl-N-[1-cyclohexyl-3-(trimethylsilyl)-2-propynyl]-amine",1.07 g,"toluene, pentane, diethyl ether",room temperature,43 hours,91%
volume84article1_3_1,"Cyclohexanecarbaldehyde, trimethylsilylacetylene, dibenzylamine",N/A,"(R)-(+)-N,N-Dibenzyl-N-(1-cyclohexyl-2-propynyl)-amine",307 mg,THF,0°C,15 min,97%
volume84article2_1_1,"diisopropylamine, n-butyllithium, ethyl 2-bromopropanoate, 1,2-dibromo-1,1,2,2-tetrachloroethane","23.0 mL, 102 mL, 20.0 mL, 53.7 g","Ethyl 2,2-dibromopropionate",36.1 g,THF,-71°C,N/A,90%
volume84article2_2_1,"ethyl 2,2-dibromopropionate, tert-butyllithium, acetyltrimethylsilane","17.6 g (68.0 mmol), 158 mL (272 mmol), 6.50 g (56 mmol)",(Z)-2-Methyl-3-trimethylsilyl-2-butenoic acid,6.12-6.60 g,THF,-72°C to room temperature,3 hours,64-69%
volume84article3_1_1,"morpholine, propanoyl chloride","32.9 mL (32.9 g, 378 mmol), 15.0 mL (15.9 g, 172 mmol)",1-morpholinopropan-1-one,21.3 g,methylene chloride,-8°C to ambient temperature,23 hours,86%
volume84article3_2_1,"lithium wire, chlorodimethylphenylsilane","33 cm (45 mg/cm, 1.49 g, 214 mmol), 12.0 mL (71.5 mmol)",Dimethylphenysilyllithium,N/A,tetrahydrofuran,-15 to -20 °C,59 hours,N/A
volume84article3_3_1,"1-morpholinopropan-1-one, dimethylphenylsilyllithium","6.0 g (41.9 mmol), 52 mL (50.4 mmol)",1-(dimethyl(phenyl)silyl)propan-1-one,4.73 g,THF,-74°C,70 min,59%
volume84article4_1_1,"2,2,2-trifluoro-1-methoxyethanol, acetamide","14.75 g (102 mmol), 6.0 g (102 mmol)","N-(2,2,2-trifluoro-1-hydroxyethyl)-acetamide",8.98 g,"1,4-dioxane",reflux,2 hours,56%
volume84article4_2_1,"compound 1, thionyl chloride","8.98 g (57 mmol), 7.1 g (60 mmol)","N-1-(Chloro-2,2,2-trifluoro-ethyl)acetamide",9.3 g,heptane,85°C,15 min,93%
volume84article4_3_1,"N-(1-chloro-2,2,2-trifluoro-ethyl)acetamide, potassium O-ethyl xanthate","9.2 g (52 mmol), 9.2 g (57 mmol)","S-(1-Acetylamino-2,2,2-trifluoroethyl) O-ethyl dithiocarbonate",12.5 g,EtOH,Ambient temperature,15 min,91%
volume84article4_4_1,"xanthate 3, vinyl acetate, lauroyl peroxide","12.4 g (47.5 mmol), 5.1 mL (54.6 mmol), 473 mg each (1.9 g overall)","3-Acetylamino-1-ethoxythiocarbonylsulfanyl-4,4,4-trifluorobutyl acetate",17.8 g,"1,2-dichloroethane",reflux,7 hours,N/A
volume84article4_5_1,"crude radical adduct 4, MeOH, (±)-10-camphorsulfonic acid","17.8 g, 100 mL, 1.37 g","N-(3,3-dimethoxy-1-trifluoromethyl-propyl)-acetamide",4.43 g,ethyl acetate,reflux,24 hours,41%
volume84article5_1_1,"(E, E)-farnesol, methanesulfonyl chloride, triethylamine, lithium bromide","10.0 g (11.3 mL, 45.0 mmol), 6.70 g (4.53 mL, 58.5 mmol), 9.10 g (12.6 mL, 89.9 mmol), 15.6 g (180 mmol)","(E, E)-farnesyl bromide",11.6 g,THF,"-45°C to -47°C, 0°C","45 min, 1 h",N/A
volume84article5_2_1,"sodium hydride, tetrahydrofuran, ethyl acetoacetate, n-BuLi, farnesyl bromide","5.32 g (133 mmol), 100 mL, 15.8 g (15.5 mL, 121 mmol), 59.2 mL (2.15 M, 127 mmol), 11.6 g (40.6 mmol)","(6E, 10E)-Ethyl 7,11,15-Trimethyl-3-oxohexa-deca-6,10,14-trienoate",11.8 g,THF,0°C,15 min,78%
volume84article5_3_1,"β-Keto ester 3, sodium hydride, diethyl chlorophosphate","11.7 g (35.3 mmol), 1.62 g (40.6 mmol), 9.13 g (7.67 mL, 52.9 mmol)","(2Z,6E,10E)-Ethyl 7,11,15-Trimethyl-3-diethylphosphoryloxy-6,10,14-trienoate",16.9 g,diethyl ether,0°C,20 min,N/A
volume84article5_4_1,"copper(I) iodide, methyllithium, enol phosphate 4, methyl iodide","12.1 g (63.5 mmol), 98.8 mL (1.29 M, 127 mmol), 16.9 g, 4.50 mL (10.3 g, 72.3 mmol)","(2E,6E,10E)-Ethyl 3,7,11,15-Tetramethylhexadeca-2,6,10,14-tetraenoate",9.58 g,diethyl ether,"0°C, -78°C, -45°C","30 min, 2 h, 10 min, 1 h",N/A
volume84article5_5_1,"Ester 5, diisobutylaluminum hydride, methanol","9.58 g, 86.4 mL, 10 mL","(E, E, E)-Geranylgeraniol",7.20 g,toluene,-78°C to room temperature,30 min,70%
volume84article6_1_1,"trimethylsulfoxonium iodide, potassium tert-butoxide, Boc-L-phenylalanine 4-nitrophenyl ester","33.0 g (150 mmol), 150 mL, 19.3 g (50.0 mmol)",Dimethylsulfoxonium (S)-2-oxo-3-(Boc-amino)-4-phenylbutylide,15.3-15.4 g,tetrahydrofuran,reflux,2 hours,90-91%
volume84article6_2_1,"dimethylsulfoxonium (S)-2-oxo-3-(Boc-amino)-4-phenylbutylide, hydrogen chloride, tetrahydrofuran","13.6 g (40 mmol), 11.6 mL (46.0 mmol), 250 mL",(S)-1-Chloro-3-(Boc-amino)-4-phenyl-2-butanone,9.61-9.71 g,tetrahydrofuran,reflux (70°C),4 hours,81%
volume84article6_3_1,"(S)-1-chloro-3-(Boc-amino)-4-phenyl-2-butanone, lithium tri-tert-butoxyaluminum hydride","7.5 g (25 mmol), 52.5 mL (52.5 mmol)","(2S,3S)-1,2-Epoxy-3-(Boc-amino)-4-phenylbutane",5.44-5.56 g,ethanol,"-78°C, -20°C","2 hours, 15 minutes",82-84%
volume84article7_1_1,"N-acetyl-D-glucosamine, acetic anhydride, montmorillonite K-10","80.0 g (362 mmol), 900 mL (9.52 mol), 270 g","2-Acetamido-2-deoxy-1,3,4,6-tetra-O-acetyl-β-D-glucopyranose",46.3 g,"methyl acetate, methanol","0°C, 5°C",24 hours,33%
volume84article7_2_1,"isopropyl acetate, phosphorus pentasulfide, hexamethyldisiloxane, 2-acetamido-2-deoxy-1,3,4,6-tetra-O-acetyl-β-D-glucopyranose, K2CO3","300 mL, 18.3 g (40 mmol), 76.3 mL (360 mmol), 40.0 g (103 mmol), 52 mL of 5.3 M aqueous K2CO3",GlcNAc-thiazoline triacetate,31.1 g,isopropyl acetate,"reflux, room temperature","2-3 hours, 12 hours",88%
volume84article8_1_1,"(Ph3P)4Pd, toluene, vinylidene chloride, 1-octyne, n-butylamine, copper(I) iodide","3.46 g (2.99 mmol), 150 mL, 11.98 mL (14.54 g, 150 mmol), 14.75 mL (11.02 g, 100.0 mmol), 14.82 mL (10.97 g, 150 mmol), 0.571 g (2.99 mmol)",2-Chloro-1-decen-3-yne,12.80-12.97 g,toluene,Room temperature,8 hours,75-76%
volume84article8_2_1,"diisopropylamine, n-butyllithium, enynyl chloride 2","23.4 mL, 67 mL, 11.0 g","1,3-Decadiyne",5.95-6.26 g,THF,-78°C,5-10 min,69-73%
volume84article9_1_1,"allylamine, methyl chloroformate","14.0 mL (10.68 g, 187 mmol), 7.0 mL (8.6 g, 91 mmol)",N-(Methoxycarbonyl)-2-propenylamine,10.12-10.26 g,dichloromethane,0°C,N/A,97-98%
volume84article9_2_1,"1,3-decadiyne, N-Bromosuccinimide, AgNO3","5.66 g (42.2 mmol), 8.26 g (46.4 mmol), 0.717 g (4.22 mmol)","1-Bromo-1,3-decadiyne",8.18-8.25 g,acetone,room temperature,22 hours,91-92%
volume84article9_3_1,"carbamate 2, tetrahydrofuran, pyridine, potassium hexamethyldisilazide, copper(I) iodide, bromodiyne 4","3.98 g (34.6 mmol), 130 mL, 70 mL (68.0 g, 867 mmol), 38 mL (0.91 M in THF, 34.6 mmol), 6.58 g (34.6 mmol), 8.47 g (39.8 mmol)","N-(Methoxycarbonyl)-N-(2-propenyl)-1,3-decadiynylamide",6.88 g,tetrahydrofuran,"0°C, room temperature","2 hours, 20 hours",80%
volume84article10_1_1,"dimethoxymethane, toluene, ZnBr2, acetyl chloride","22.1 mL (250 mmol), 66 mL, 5.6 mg, 17.8 mL (250 mmol)",Chloromethyl methyl ether,N/A,toluene,40-45°C,2-3 hours,N/A
volume84article10_2_1,"chloromethyl methyl ether, α-phenethyl alcohol, diisopropylethylamine","250 mmol (1.5 equiv), 20 mL (166 mmol, 1 equiv), 36.0 mL (208 mmol, 1.25 equiv)",1-Methoxymethyl-1-phenylethane,26.2 g (157 mmol),toluene,5-10°C,12 hours,95%
volume84article11_1_1,"Ni(cod)2, (S)-(+)-neomenthyldiphenylphosphine, EtOAc, DMI, triethylborane, 1-Phenyl-1-butyne, cyclohexanecarboxaldehyde","1.38 g, 3.24 g, 50 mL, 50 mL, 14.5 mL, 7.1 mL, 9.1 mL",(R)-(E)-2-Benzylidiene-1-cyclohexyl-butan-1-ol,10.87 g,"EtOAc, DMI",-27°C,36 hours,89%
volume84article11_2_1,1,10.87 g (44.5 mmol),(R)-1-Cyclohexyl-1-hydroxy-butan-2-one,5.30 g,"methanol, dichloromethane",-78°C to ambient temperature,13 hours,70%
volume84article12_1_1,"triisopropylsilyl acetylene, tert-BuLi, acetaldehyde","6.1 mL (4.75 g, 26.0 mmol), 18 mL (32.3 mmol), 2.3 mL (39.2 mmol)",(rac)-4-Triisopropylsilyl-3-butyn-2-ol,5.8 g,THF,-40°C,"30 min, 20 min",98%
volume84article12_2_1,"4-triisopropylsilyl-3-butyn-2-ol, MnO2","5.8 g (25.6 mmol), 34.4 g (336.9 mmol)",4-Triisopropylsilyl-3-butyn-2-one,5.0-5.1 g,CH2Cl2,Room temperature,30 minutes,87-89%
volume84article12_3_1,"CH2Cl2, (1S,2S)-(+)-N-p-toluenesulfonyl-1,2-diphenylethylene-diamine, dichloro(p-cymene)ruthenium(II) dimer, KOH","6 mL, 126 mg (0.34 mmol), 107 mg (0.17 mmol), 141 mg (2.5 mmol)","RuCl[(S,S)-NTsCH(C6H5)CH(C6H5)NH2(η6-cymene)",180-182 mg,H2O,Room temperature,10 min,86-87%
volume84article12_4_1,"Isopropyl alcohol, 4-triisopropylsilyl-3-butyn-2-one, ruthenium catalyst","250 mL, 5.1 g (22.7 mmol), 180 mg (0.3 mmol)",(S)-4-Triisopropylsilyl-3-butyn-2-ol,5.0 g,CH2Cl2,N/A,1.5 hours,85%
volume84article18_3_1,"Iodinated carbazole 2, CuI, Pd(PPh3)2Cl2, THF, piperidine, 1-trimethylsilylacetylene","23.7 g (0.038 mol), 0.147 g, 1.35 g, 90 mL, 55 mL, 45.7 mL","3,6-Bis[(trimethylsilyl)ethynyl]-9-tetradecylcarbazole",19.9 g,THF,Room temperature,23 hours,93%
volume84article28_1_1,"octanoic acid, acetonitrile, N,N-Dimethylaminopyridine (DMAP), 1-ethyl-3-(3-dimethylaminopropyl)carbodiimide hydrochloride (EDC), ethanethiol","7.50 g (52.0 mmol), 80 mL, 0.60 g (4.9 mmol), 10.0 g (52.2 mmol), 3.9 mL (53 mmol)",S-Ethyl Octanethioate,9.44-9.49 g,ethyl acetate,25°C,22 hours,96-97%
volume84article34_4_1,"3-(3'-Azidopropyl)-3,4-dihydronaphthalen-2(1H)-one",4.0 g (17.44 mmol),"2,3,11,11a-Tetrahydro-1H-benzo[d]pyrrolo[1,2-a]azepin-5(6H)-one",2.87-3.09 g,"trifluoroacetic acid, water, chloroform, sodium bicarbonate","0°C, room temperature","30 min, additional 30 min",82-88%
volume85article9_4_1,"(S)-2-(1H-tetrazol-5-yl)-pyrrolidin-1-carboxylic acid benzyl ester, ethanol, palladium-on-carbon","15.33 g (56.1 mmol), 255 mL, 10 wt %, 1.49 g",(S)-5-Pyrrolidin-2-yl-1H-tetrazole,6.09-6.94 g,ethanol,Room temperature,20-24 hours,78-89%
volume85article19_1_1,"4-chlorobenzaldehyde, methylhydrazine, 3,4-methylenedioxy-β-nitrostyrene","5.00 g (35.5 mmol), 1.9 mL (1.66 g, 35.5 mmol), 5.50 g (28.5 mmol)","5-Benzo[1,3]dioxol-5-yl-3-(4-chlorophenyl)-1-methyl-1H-pyrazole",6.07 g (19.3 mmol),MeOH,Room temperature,72 hours,68%
volume85article28_1_1,"4-acetamidobenzenesulfonyl azide, tert-butyl acetoacetate, tetrabutylammonium bromide, sodium hydroxide","25.55 g (106 mmol), 17.6 mL (17.1 g, 106 mmol), 0.68 g (2.12 mmol), 12.0 g (300 mmol)",tert-Butyl diazoacetate,13.18-13.24 g,pentane,0°C,20 hours,88%
