Index,Reactants,Reactant amounts,Products,Product amounts,Solvents,Reaction temperature,Reaction time,Yield
volume85article1_1_1,"2-bromopropene, tert-butyllithium, 2,2,6,6-tetramethylpiperidine, 1,2-epoxydodecane","6.24 mL (70.2 mmol), 89.2 mL (140 mmol), 18.2 mL (108 mmol), 11.8 mL (54.0 mmol)","(E)-2-Methyltetradeca-1,3-diene",6.47 g,"tetrahydrofuran, pentanes","-78°C, 0°C",2 hours,58%
volume85article2_1_1,"cyclen, sodium acetate trihydrate, dimethylacetamide, tert-butyl bromoacetate","5.0 g (0.029 mol), 13.0 g (0.096 mol), 40 mL, 18.7 g (14.1 mL, 0.096 mol)",Selective trialkylation of cyclen with tert-butyl bromoacetate,11.2 g,"dimethylacetamide, diethyl ether, chloroform, hexanes",20-25°C,60 hours,65%
volume85article3_1_1,"diethyl trans-1,2-cyclopropanedicarboxylate, tetrahydrofuran, lithium aluminium hydride","13.59 g (73.1 mmol), 100 mL, 4.17 g (109.7 mmol)","trans 1,2-Bis-(hydroxymethyl)cyclopropane",6.81 g,THF,reflux,"2 hours (reflux), 18 hours (room temperature)",91%
volume85article3_2_1,"trans-1,2-bis(hydroxymethyl)cyclopropane, manganese(IV) oxide, (carbethoxymethylene)triphenylphosphorane","5.10 g (50.0 mmol), 86.94 g (1.00 mol), 41.81 g (120.0 mmol)","(±)-Diethyl trans-(E,E)-cyclopropane-1,2-acrylate",7.24 g,chloroform,reflux,18 hours,61%
volume85article4_1_1,"2-nitrobenzaldehyde, methyl propionylacetate, zinc (II) chloride, methanol, tin(II) chloride, potassium carbonate","10.0 g (66.2 mmol), 8.30 mL (66.2 mmol), 18.0 g (132 mmol), 175 mL, 62.7 g (331 mmol), 45.7 g (331 mmol)",2-Ethyl-3-Quinolinecarboxylic Acid Methyl Ester,Yellow oil,methanol,67°C,12 hours,N/A
volume85article4_2_1,1,N/A,2-Ethyl-3-Quinolinecarboxylic Acid,N/A,"THF, 2 M LiOH (aq)",Room temperature,12 hours,N/A
volume85article4_3_1,N/A,N/A,2-Ethyl-3-Quinolinecarboxylic Acid Hydrochloride,11.2-11.4 g,N/A,0°C,5 min,71-72%
volume85article5_1_1,"3-hydroxybutan-2-one, mesitylamine","13.2 g (150 mmol), 13.52 g (100 mmol)",3-(mesitylamino)butan-2-one,16.72 g,toluene,reflux,3 hours,81%
volume85article5_2_1,"3-(mesitylamino)butan-2-one, acetic formic anhydride","16.4 g (80 mmol), 10.6 g (120 mmol)",N-Mesityl-N-(3-oxobutan-2-yl)formamide,14.34 g,THF,Ambient temperature,22.5 hours,77%
volume85article5_3_1,"N-mesityl-N-(3-oxobutan-2-yl)formamide, acetic anhydride, aqueous HBF4, 1-adamantylamine","13.7 g (59 mmol), 59 mL (622 mmol), 7.53 mL (59.3 mmol), 11.54 g (76.3 mmol)","1-Adamantyl-3-mesityl-4,5-dimethylimidazolium tetrafluoroborate",14.87 g,"Et2O, toluene","Ambient temperature, reflux","3 hours, 22 hours",58%
volume85article6_1_1,"Sodium hydride, pentane, tetrahydrofuran, 2,2,2-trifluoroethanol, benzyl chloromethyl ether","3.8 g (95 mmol), 10 mL, 300 mL, 6.4 mL (87 mmol), 11.0 mL (79 mmol)","Benzyloxymethoxy 2,2,2-trifluoroethyl ether",15.8 g (72 mmol),"pentane, tetrahydrofuran","0°C, 22°C","30 min, 1.75 hours",91%
volume85article6_2_1,"benzyloxymethoxy 2,2,2-trifluoroethyl ether, n-butyllithium","11 g (50 mmol), 98 mL (150 mmol)",1-benzyloxymethoxy-1-hexyne,5.4 g (25 mmol),diethyl ether,-75°C to 20°C,"40 min, 3.5 h, 30 min",50%
volume85article7_1_1,"phenylacetylene, n-Butyllithium, dichlorodimethylsilane","6.37 mL (58.0 mmol), 1.58 M (30.8 mL, 48.7 mmol), 2.80 mL (23.2 mmol)",Dimethyl-bis(phenylethynyl)silane,5.63 g,THF,-70°C to room temperature,10 min,93%
volume85article8_1_1,N-(tert-butyloxycarbonyl)pyrrolidin-2-one,14.1 g (73.6 mmol),"1-tert-Butoxycarbonyl-2,3-dihydropyrrole",8.71-9.10 g,toluene,-70°C to room temperature,"1 hour (for the first step), 2 hours (for the second step)",70-73%
volume85article9_1_1,"Cbz-l-proline, di-tert-butyl dicarbonate, ammonium bicarbonate, pyridine","20.0 g (80.2 mmol), 22.7 g (104 mmol), 7.60 g (96.2 mmol), 3.89 mL (48.1 mmol)",(S)-2-Amido-pyrrolidine-1-carboxylic acid benzyl ester,17.98-18.95 g,acetonitrile,Room temperature,5 hours,90-95%
volume85article9_2_1,"(S)-2-amido-pyrrolidine-1-carboxylic acid benzyl ester, N,N-dimethylformamide, cyanuric chloride","17.79 g (71.7 mmol), 217 mL, 8.59 g (46.6 mmol)",(S)-2-Cyano-pyrrolidine-1-carboxylic acid benzyl ester,16.22 g,"N,N-dimethylformamide",4-6°C,"1 hour, 2.25 hours",97%
volume85article9_3_1,"(S)-2-cyano-pyrrolidine-1-carboxylic acid benzyl ester, sodium azide, triethylamine hydrochloride","15.28 g (66.4 mmol), 5.61 g (86.3 mmol), 11.9 g (86.3 mmol)",(S)-2-(1H-Tetrazol-5-yl)-pyrrolidin-1-carboxylic acid benzyl ester,N/A,toluene,95°C,24 hours,N/A
volume85article9_4_1,"(S)-2-(1H-tetrazol-5-yl)-pyrrolidin-1-carboxylic acid benzyl ester, ethanol, palladium-on-carbon","15.33 g (56.1 mmol), 255 mL, 10 wt %, 1.49 g",(S)-5-Pyrrolidin-2-yl-1H-tetrazole,6.09-6.94 g,ethanol,Room temperature,20-24 hours,78-89%
volume85article10_1_1,"(trimethylsilyl)acetylene, butyllithium, copper(I) bromide-dimethyl sulfide complex, benzanilide, 2-chloropyridine, trifluoromethanesulfonic anhydride","13.3 mL, 40.6 mL, 19.71 g, 7.00 g, 13.4 mL, 7.03 mL",N-[1-phenyl-3-(trimethylsilyl)-prop-2-ynylidene]-benzenamine,8.99 g,"tetrahydrofuran, dichloromethane","0°C, -78°C, ambient temperature","10 min, 40 min, 5 min, 20 min",91%
volume85article12_1_1,"cyclohexene oxide, benzylamine","61.5 mL (59.7 g, 0.596 mol), 60.0 mL (58.8 g, 0.543 mol)",racemic trans-2-(N-benzyl)amino-1-cyclohexanol,110.68 g,dichloromethane,250°C,6 hours,99%
volume85article12_2_1,"amino alcohol rac-3, (S)-mandelic acid","82.12 g (0.40 mol), 30.43 g (0.20 mol)","(S)-Mandelic acid salt of (1R,2R)-trans-2-(N-benzyl)amino-1-cyclohexanol",52.86 g (0.15 mol),"ethyl acetate, diethyl ether","Room temperature, 0°C","Overnight, 5 hours",74%
volume85article12_2_2,"amino alcohol rac-3, (R)-mandelic acid","82.12 g (0.40 mol), 30.43 g (0.20 mol)","(R)-Mandelic acid salt of (1S,2S)-trans-2-(N-benzyl)amino-1-cyclohexanol",55.50 g (0.15 mol),"ethyl acetate, diethyl ether","Room temperature, 0°C","Overnight, 5 hours",78%
volume85article12_3_1,"mandelic acid ammonium salt, ethyl acetate, 2 N aq. HCl solution, 5 N NaOH","50.04 g (0.14 mol), 500 mL, 200 mL, 280 mL","mandelic acid enantiomer, trans-2-(N-benzyl)amino-1-cyclohexanol enantiomer","19.80-20.02 g, 25.80-26.74 g","ethyl acetate, water, diethyl ether",N/A,N/A,"93-94%, 90-93%"
volume85article13_1_1,"(S)-BINOL, InBr3, benzaldehyde, dicyclohexylmethylamine, phenylacetylene","0.230 g (0.80 mmol), 0.291 g (0.80 mmol), 4.1 mL (40 mmol), 0.86 mL (4.0 mmol), 8.8 mL (80 mmol)","(S)-(-)-1,3-Diphenyl-2-propyn-1-ol",6.10-6.45 g,dichloromethane,"20-25°C, 40°C",48 hours,73-77%
volume85article13_2_1,"(S)-BINOL, InBr3, benzaldehyde, dicyclohexylmethylamine, 2-methyl-3-butyn-2-ol","0.573 g (2.0 mmol), 0.713 g (2.0 mmol), 4.1 mL (40 mmol), 2.1 mL (10 mmol), 7.8 mL (80 mmol)","(S)-(-)-4-Methyl-1-phenyl-2-pentyn-1,4-diol",6.37-6.87 g,dichloromethane,"20-25°C, 40°C",48 hours,83-89%
volume85article14_1_1,"Copper(I) cyanide, 4-acetamidobenzenesulfonyl azide, phenylacetylene, triethylamine","45.0 mg (0.5 mmol), 12.01 g (50.0 mmol), 6.04 mL (55.0 mmol), 7.67 mL (55.0 mmol)",N-(4-acetamidophenylsulfonyl)-2-phenylacetamide,9.91 g,"water, methanol",Room temperature,"4 hours, 20 minutes",60%
volume85article15_1_1,"1-trimethylsilyloxycyclopentene, triethylamine, dichloroacetyl chloride","20.8 g (133 mmol), 22.3 mL (16.2 g, 160 mmol), 12.8 mL (19.6 g, 133 mmol)","1-Trimethylsilyloxy-7,7-dichlorobicyclo[3.2.0]heptan-6-one",29.9 g (112 mmol),hexanes,Below 30°C,12 hours,84%
volume85article15_2_1,"1-Trimethylsilyloxy-7,7-dichlorobicyclo[3.2.0]heptan-6-one, 2-propanol, Pd/C, sodium formate","29.9 g (112 mmol), 350 mL, 5.98 g, 38.1 g",1-Trimethylsilyloxybicyclo[3.2.0]heptan-6-one,17.2 g (86.7 mmol),2-propanol,80°C,18 hours,77%
volume85article15_3_1,"1-trimethylsilyloxybicyclo[3.2.0]-heptan-6-one, water, 2-propanol, water-acetic acid","17.1 g (81.0 mmol), 33 mL, 33 mL, 26 mL","Cycloheptane-1,3-dione",6.69 g (53.1 mmol),"2-propanol, water",0-5°C,16 hours,61%
volume85article16_1_1,"N-α-tert-butoxycarbonyl-L-aspartic acid α-tert-butyl ester, 2,2-dimethyl-1,3-dioxane-4,6-dione, 4-dimethylaminopyridine, N-(3-Dimethylaminopropyl)-N'-ethylcarbodiimide hydrochoride","15.0 g (51.85 mmol), 7.85 g (54.44 mmol), 9.50 g (77.78 mmol), 14.91 g (77.78 mmol)","2-tert-Butoxycarbonylamino-4-(2,2-dimethyl-4,6-dioxo-[1,3]dioxan-5-yl)-4-oxo-butyric acid tert-butyl ester",21.5 g,dichloromethane,0°C to room temperature,3 hours,N/A
volume85article16_2_1,2,N/A,"Di(tert-butyl) (2S)-4,6-dioxo-1,2-piperidinedicarboxylate",12.61 g,ethyl acetate,80°C,3 hours,78%
volume85article16_3_1,"dioxopiperidine 3, AcOH, NaBH4","12.61 g (40.25 mmol), 25 mL, 4.57 g (120.75 mmol)","Di(tert-butyl) (2S,4S)-4-hydroxy-6-oxo-1,2-piperidinedicarbox-ylate",7.85 g (62%),dichloromethane,"0°C, room temperature","12 hours, 4 hours",62%
volume85article17_1_1,"(4S)-isopropyl-2-oxazolidinone, n-butyllithium, propionyl chloride","8.61 g (66.7 mmol), 27.2 mL (70.0 mmol), 6.29 g (5.94 mL, 68.0 mmol)",(4S)-Isopropyl-3-propionyl-2-oxazolidinone,11.0 g,tetrahydrofuran,-75°C,"25 min (stirring), 30 min (reaction)",89%
volume85article17_2_1,"diisopropylamine, butyllithium, (4S)-isopropyl-3-propionyl-2-oxazolidinone, titanium (IV) chloride","6.37 g (8.83 mL, 63.0 mmol), 23.8 mL (60.0 mol), 9.26 g (50.0 mmol), 23.7 g (13.7 mL, 125 mol)","(2R,3R)-1,4-Bis[(4S)-4-isopropyl-2-oxo-(1,3-oxazolidine-3-yl)]-2,3-dimethylbutane-1,4-dione",3.65 g,THF,-75°C to ambient temperature,17 hours,40%
volume85article17_3_1,"3, THF, water, 30% aq.hydrogen peroxide, lithium hydroxide monohydrate","3.68 g (10.0 mmol), 50 mL, 40 mL, 11 mL, 1.68 g","(2R,3R)-2,3-Dimethylsuccinic acid",1.34 g,"THF, water","0°C, ambient temperature",18 hours,92%
volume85article17_4_1,"lithium aluminum hydride, (2R,3R)-2,3-dimethylsuccinic acid","0.857 g (22.6 mmol), 1.10 g (7.53 mmol)","(2R,3R)-2,3-dimethylbutane-1,4-diol",0.80 g,THF,reflux,12 hours,90%
volume85article18_1_1,"Rh2(OAc)4, 2-bromopropene, ethyl diazoacetate","47.4 mg (0.214 mmol), 18.5 mL (25.2 g, 0.208 mol), 11.0 mL (10.6 g, 92.5 mmol)",2-Bromo-2-methyl-cyclopropanecarboxylic acid ethyl ester,15.3-18.0 g,N/A,"Room temperature, 80°C","2 days, 8 hours",80-94%
volume85article19_2_1,"4-chlorobenzaldehyde, benzylhydrazine dihydrochloride, 4-methyl-β-nitrostyrene","4.86 g (34.5 mmol), 6.75 g (34.5 mmol), 4.51 g (27.7 mmol)",1-Benzyl-3-(4-chlorophenyl)-5-p-tolyl-1H-pyrazole,9.12 g (25.3 mmol),"MeOH, water",Room temperature,"3 hours, until complete",92%
volume85article21_1_1,"2-nitrobenzoic acid, potassium hydroxide","33.4 g (200 mmol), 13.2 g (200 mmol)",Potassium 2-nitrobenzoate,35.3 g,ethanol,Room temperature,1 hour,86%
volume85article26_1_1,"Mg turnings, sodium tetrafluoroborate, 1,2-dibromoethane, 3,5-bis(trifluoromethyl)bromobenzene","1.17 g (48.1 mmol), 813 mg (7.40 mmol), 0.57 mL (1.25 g, 6.7 mmol), 7.15 mL (12.16 g, 41.5 mmol)","Sodium Tetrakis[(3,5-trifluoromethyl)phenyl]borate",4.96 g (76%),"anhydrous ether, dry benzene, dichloromethane/hexane","room temperature, -40°C, ca. 40°C","12 hours, 2 hours, 16 hours",94%
