type,field,entry,row_index,csv_set,ann_set,corrected_label,Unnamed: 7
FN,STARTING_MATERIAL,"2-[3-[4-(2-amino-[1,2,4]triazolo[1,5-a]pyridine-8-yl)pyrazole-1 -yl]-1-ethylsulfonyl-azetidine-3-yl]acetonitrile",614,"2-[3-[4-(2-amino-[1,2,4]triazolo[1,5-a]pyridine-8-yl)pyrazole-1-yl]-1-ethylsulfonyl-azetidine-3-yl]acetonitrile","2-[3-[4-(2-amino-[1,2,4]triazolo[1,5-a]pyridine-8-yl)pyrazole-1 -yl]-1-ethylsulfonyl-azetidine-3-yl]acetonitrile, trifluoroacetic anhydride",TP,
FN,STARTING_MATERIAL,trifluoroacetic anhydride,614,"2-[3-[4-(2-amino-[1,2,4]triazolo[1,5-a]pyridine-8-yl)pyrazole-1-yl]-1-ethylsulfonyl-azetidine-3-yl]acetonitrile","2-[3-[4-(2-amino-[1,2,4]triazolo[1,5-a]pyridine-8-yl)pyrazole-1 -yl]-1-ethylsulfonyl-azetidine-3-yl]acetonitrile, trifluoroacetic anhydride",TP,
FP,REACTION_PRODUCT,(R)-3-(4-(tert-butoxycarbonyl)phenyl)-2-(3-(tert-butoxycarbonyl)phenoxy)propanoic acid,615,"(R)-3-(4-(tert-butoxycarbonyl)phenyl)-2-(3-(tert-butoxycarbonyl)phenoxy)propanoic acid, N-(1-(3-(benzyloxy)-2-methylphenyl)propan-2-yl)-2-methylpropan-1-amine, REACTION_PRODUCT","92b, N-(1-(3-(benzyloxy)-2-methylphenyl)propan-2-yl)-2-methylpropan-1-amine, title compound",FP,
FP,REACTION_PRODUCT,REACTION_PRODUCT,615,"(R)-3-(4-(tert-butoxycarbonyl)phenyl)-2-(3-(tert-butoxycarbonyl)phenoxy)propanoic acid, N-(1-(3-(benzyloxy)-2-methylphenyl)propan-2-yl)-2-methylpropan-1-amine, REACTION_PRODUCT","92b, N-(1-(3-(benzyloxy)-2-methylphenyl)propan-2-yl)-2-methylpropan-1-amine, title compound",TP,
FN,REACTION_PRODUCT,92b,615,"(R)-3-(4-(tert-butoxycarbonyl)phenyl)-2-(3-(tert-butoxycarbonyl)phenoxy)propanoic acid, N-(1-(3-(benzyloxy)-2-methylphenyl)propan-2-yl)-2-methylpropan-1-amine, REACTION_PRODUCT","92b, N-(1-(3-(benzyloxy)-2-methylphenyl)propan-2-yl)-2-methylpropan-1-amine, title compound",TP,
FP,STARTING_MATERIAL,STARTING_MATERIAL,615,"(R)-3-(4-(tert-butoxycarbonyl)phenyl)-2-(3-(tert-butoxycarbonyl)phenoxy)propanoic acid methyl ester, 1-(3-(benzyloxy)-2-methylphenyl)propan-2-one, STARTING_MATERIAL","1-(3-(benzyloxy)-2-methylphenyl)propan-2-one, 2-methylpropan-1-amine, 92a",TP,
FP,STARTING_MATERIAL,(R)-3-(4-(tert-butoxycarbonyl)phenyl)-2-(3-(tert-butoxycarbonyl)phenoxy)propanoic acid methyl ester,615,"(R)-3-(4-(tert-butoxycarbonyl)phenyl)-2-(3-(tert-butoxycarbonyl)phenoxy)propanoic acid methyl ester, 1-(3-(benzyloxy)-2-methylphenyl)propan-2-one, STARTING_MATERIAL","1-(3-(benzyloxy)-2-methylphenyl)propan-2-one, 2-methylpropan-1-amine, 92a",FP,
FN,STARTING_MATERIAL,92a,615,"(R)-3-(4-(tert-butoxycarbonyl)phenyl)-2-(3-(tert-butoxycarbonyl)phenoxy)propanoic acid methyl ester, 1-(3-(benzyloxy)-2-methylphenyl)propan-2-one, STARTING_MATERIAL","1-(3-(benzyloxy)-2-methylphenyl)propan-2-one, 2-methylpropan-1-amine, 92a",TP,
FN,STARTING_MATERIAL,2-methylpropan-1-amine,615,"(R)-3-(4-(tert-butoxycarbonyl)phenyl)-2-(3-(tert-butoxycarbonyl)phenoxy)propanoic acid methyl ester, 1-(3-(benzyloxy)-2-methylphenyl)propan-2-one, STARTING_MATERIAL","1-(3-(benzyloxy)-2-methylphenyl)propan-2-one, 2-methylpropan-1-amine, 92a",TP,
FP,REAGENT_CATALYST,REAGENT_CATALYST,615,"REAGENT_CATALYST, lithium hydroxide, sodium triacetoxyborohydride",sodium triacetoxyborohydride,TP,
FP,REAGENT_CATALYST,lithium hydroxide,615,"REAGENT_CATALYST, lithium hydroxide, sodium triacetoxyborohydride",sodium triacetoxyborohydride,TP,
FP,SOLVENT,SOLVENT,615,"SOLVENT, dichloroethane, dichloromethane",dichloroethane,TP,
FP,SOLVENT,dichloromethane,615,"SOLVENT, dichloroethane, dichloromethane",dichloroethane,TP,
FP,TEMPERATURE,0°C,615,"0°C, TEMPERATURE, room temperature",room temperature,TP,
FP,TEMPERATURE,TEMPERATURE,615,"0°C, TEMPERATURE, room temperature",room temperature,TP,
FP,TIME,1 h,615,"1 h, 16 h, 48 h, TIME",48 hours,TP,
FP,TIME,TIME,615,"1 h, 16 h, 48 h, TIME",48 hours,TP,
FP,TIME,16 h,615,"1 h, 16 h, 48 h, TIME",48 hours,TP,
FP,YIELD_PERCENT,83%,615,"83%, 85%, YIELD_PERCENT",85%,TP,
FP,YIELD_PERCENT,YIELD_PERCENT,615,"83%, 85%, YIELD_PERCENT",85%,TP,
FP,YIELD_OTHER,2.5 g,615,"2.5 g, 5.2 g, YIELD_OTHER",5.2 g,TP,
FP,YIELD_OTHER,YIELD_OTHER,615,"2.5 g, 5.2 g, YIELD_OTHER",5.2 g,TP,
FN,STARTING_MATERIAL,copper(I) cyanide,616,"2-bromo-N-(2,4-difluorophenyl)-N-methyl-5-nitrobenzamide (C149)","2-bromo-N-(2,4-difluorophenyl)-N-methyl-5-nitrobenzamide, C149, copper(I) cyanide",TP,
FP,REAGENT_CATALYST,copper(I) cyanide,616,copper(I) cyanide,,FP,
FP,TEMPERATURE,70°C,617,70°C,70 °C,TP,
FN,TEMPERATURE,70 °C,617,70°C,70 °C,TP,
FN,STARTING_MATERIAL,Example 65B,618,"(2S,3S,4S,5S)-ethyl 3-(tert-butyl)-4-((2-methoxy-4-(trifluoromethyl)benzyl)amino)-5-phenylpyrrolidine-2-carboxylate, Bicyclo[3.1.0]hexane-6-carboxylic acid","(2S,3S,4S,5S)-ethyl 3-(tert-butyl)-4-((2-methoxy-4-(trifluoromethyl)benzyl)amino)-5-phenylpyrrolidine-2-carboxylate, Bicyclo[3.1.0]hexane-6-carboxylic acid, Example 65B",TP,
FN,STARTING_MATERIAL,2-bromoethyl methyl ether,619,compound from Ex. 497A,"2-bromoethyl methyl ether, compound from Ex. 497A",TP,
FN,REACTION_PRODUCT,racemic 3-aminoquinuclidine.sesquiphosphate,620,racemic 3-aminoquinuclidine-1.5 phosphate,"racemic 3-aminoquinuclidine-1.5 phosphate, racemic 3-aminoquinuclidine.sesquiphosphate",TP,
FP,TEMPERATURE,60°C,620,"60°C, room temperature","60° C, room temperature",TP,
FN,TEMPERATURE,60° C,620,"60°C, room temperature","60° C, room temperature",TP,
FN,REACTION_PRODUCT,4-(2-chloro-pyridin-3-ylamino)-piperidine-1-ethyl carboxylate,621,4-(2-chloro-pyridin-3-ylamino)-piperidine-1-carboxylic acid ethyl ester,"4-(2-chloro-pyridin-3-ylamino)-piperidine-1-carboxylic acid ethyl ester, 4-(2-chloro-pyridin-3-ylamino)-piperidine-1-ethyl carboxylate",TP,
FN,REAGENT_CATALYST,trifluoroacetic acid,621,sodium triacetoxyborohydride,"sodium triacetoxyborohydride, trifluoroacetic acid",TP,
FN,TIME,5 minutes,621,"2 h, 30 min","2 hours, 30 minutes, 5 minutes",TP,
FN,REACTION_PRODUCT,product,624,spiro[3.3]heptane-2-amine,"product, spiro[3.3]heptane-2-amine",TP,
FP,REACTION_PRODUCT,"5-chloro-N4-(2-(isopropylsulfonyl)phenyl)-N2-(7-methyl-8-(pyrrolidin-3-yl)-2,3-dihydrobenzo[b][1,4]dioxin-5-yl)pyrimidine-2,4-diamine",625,"5-chloro-N4-(2-(isopropylsulfonyl)phenyl)-N2-(7-methyl-8-(pyrrolidin-3-yl)-2,3-dihydrobenzo[b][1,4]dioxin-5-yl)pyrimidine-2,4-diamine","5-chloro-N4-(2-(isopropylsulfonyl)phenyl)-N2-(7-methyl-8-(pyrrolidin-3-yl)-2, 3-dihydrobenzo[b][1,4]dioxin-5-yl)pyrimidine-2,4-diamine, final product",TP,
FN,REACTION_PRODUCT,"5-chloro-N4-(2-(isopropylsulfonyl)phenyl)-N2-(7-methyl-8-(pyrrolidin-3-yl)-2, 3-dihydrobenzo[b][1,4]dioxin-5-yl)pyrimidine-2,4-diamine",625,"5-chloro-N4-(2-(isopropylsulfonyl)phenyl)-N2-(7-methyl-8-(pyrrolidin-3-yl)-2,3-dihydrobenzo[b][1,4]dioxin-5-yl)pyrimidine-2,4-diamine","5-chloro-N4-(2-(isopropylsulfonyl)phenyl)-N2-(7-methyl-8-(pyrrolidin-3-yl)-2, 3-dihydrobenzo[b][1,4]dioxin-5-yl)pyrimidine-2,4-diamine, final product",TP,
FN,REACTION_PRODUCT,final product,625,"5-chloro-N4-(2-(isopropylsulfonyl)phenyl)-N2-(7-methyl-8-(pyrrolidin-3-yl)-2,3-dihydrobenzo[b][1,4]dioxin-5-yl)pyrimidine-2,4-diamine","5-chloro-N4-(2-(isopropylsulfonyl)phenyl)-N2-(7-methyl-8-(pyrrolidin-3-yl)-2, 3-dihydrobenzo[b][1,4]dioxin-5-yl)pyrimidine-2,4-diamine, final product",TP,
FN,REACTION_PRODUCT,product,626,"4-(4-Iodophenyl)-1-(6-nitro-1H-benzo[d][1,2,3]triazol-1-yl)butane-1-thione","4-(4-Iodophenyl)-1-(6-nitro-1H-benzo[d][1,2,3]triazol-1-yl)butane-1-thione, product",TP,
FN,REAGENT_CATALYST,glacial acetic acid,626,NaNO2,"NaNO2, glacial acetic acid",FN,
FP,SOLVENT,glacial acetic acid,626,"glacial acetic acid, water",water,TP,
FN,REACTION_PRODUCT,target compound,628,1-(6-fluoro-3-(pyridine-2-yl)quinoline-2-yl)ethane-1-amine,"1-(6-fluoro-3-(pyridine-2-yl)quinoline-2-yl)ethane-1-amine, target compound",TP,
FN,REAGENT_CATALYST,acetic acid,629,"hydroxylamine hydrochloride, potassium acetate","Potassium acetate, acetic acid, hydroxylamine hydrochloride",TP,
FP,SOLVENT,acetic acid,629,"acetic acid, ethanol, water","ethanol, water",TP,
FP,REACTION_PRODUCT,(1-benzylpiperidin-4-yl)methyl (S)-2-(4-(6-(aminomethyl)pyridin-3-yl)phenyl)-2-hydroxy-2-phenylacetate dihydrochloride,631,(1-benzylpiperidin-4-yl)methyl (S)-2-(4-(6-(aminomethyl)pyridin-3-yl)phenyl)-2-hydroxy-2-phenylacetate dihydrochloride,"(1-benzylpiperidin-4-yl)methyl (S)-2-(4-(6-(((tert-butoxycarbonyl)amino)methyl)pyridin-3-yl)phenyl)-2-hydroxy-2-phenylacetate, title compound",FP,
FN,REACTION_PRODUCT,(1-benzylpiperidin-4-yl)methyl (S)-2-(4-(6-(((tert-butoxycarbonyl)amino)methyl)pyridin-3-yl)phenyl)-2-hydroxy-2-phenylacetate,631,(1-benzylpiperidin-4-yl)methyl (S)-2-(4-(6-(aminomethyl)pyridin-3-yl)phenyl)-2-hydroxy-2-phenylacetate dihydrochloride,"(1-benzylpiperidin-4-yl)methyl (S)-2-(4-(6-(((tert-butoxycarbonyl)amino)methyl)pyridin-3-yl)phenyl)-2-hydroxy-2-phenylacetate, title compound",TP,
FN,REAGENT_CATALYST,Tetrakis(triphenylphosphine)palladium(0),631,"Na2CO3, Pd(PPh3)4","Na2CO3, Pd(PPh3)4, Tetrakis(triphenylphosphine)palladium(0)",TP,
FN,YIELD_OTHER,1 g,631,122 mg,"1 g, 122 mg",TP,
FN,REACTION_PRODUCT,desired product,633,"tert-Butyl 4,6-difluoro-5-(4,4,5,5-tetramethyl-1,3,2-dioxaborolan-2-yl)-2,3-dihydro-1H-inden-1-yl(methyl)carbamate","desired product, tert-Butyl 4,6-difluoro-5-(4,4,5,5-tetramethyl-1,3,2-dioxaborolan-2-yl)-2,3-dihydro-1H-inden-1-yl(methyl)carbamate",TP,
FN,STARTING_MATERIAL,"2-Isopropoxy-4,4,5,5-tetramethyl-1,3,2-dioxaborolane",633,"tert-butyl (4,6-difluoro-2,3-dihydro-1H-inden-1-yl)(methyl)carbamate","2-Isopropoxy-4,4,5,5-tetramethyl-1,3,2-dioxaborolane, tert-butyl (4,6-difluoro-2,3-dihydro-1H-inden-1-yl)(methyl)carbamate",TP,
FN,SOLVENT,hexanes,633,THF,"THF, hexanes",TP,
FN,REAGENT_CATALYST,carbon disulfide,637,aluminum chloride,"aluminum chloride, carbon disulfide",FN,
FP,SOLVENT,carbon disulfide,637,carbon disulfide,,TP,
FP,TEMPERATURE,ice-bath,637,"ice-bath, reflux",reflux,TP,
FN,TIME,5 mins,637,"10 mins, 15 mins, 2.5 hours","10 minutes, 15 mins, 2.5 hours, 5 mins",TP,
FN,SOLVENT,ethanol,638,"1,2-dichloroethane","1,2-dichloroethane, ethanol",TP,
FN,STARTING_MATERIAL,cyclopropylamine,639,Compound 134B,"134B, cyclopropylamine",TP,
FP,REAGENT_CATALYST,cyclopropylamine,639,cyclopropylamine,,FP,
FP,REACTION_PRODUCT,"4-((1S,3aR,5aS,6R,11bR,11cS)-14-(cyclopropylmethyl)-10-hydroxy-2,3,3a,4,5,6,7,11c-octahydro-1H-6,11b-(epiminoethano)-1,5a-methanonaphth[1,2-e]indole-3-carbonyl)pyridine 1-oxide",640,"4-((1S,3aR,5aS,6R,11bR,11cS)-14-(cyclopropylmethyl)-10-hydroxy-2,3,3a,4,5,6,7,11c-octahydro-1H-6,11b-(epiminoethano)-1,5a-methanonaphth[1,2-e]indole-3-carbonyl)pyridine 1-oxide","4-((1S,3aR,5aS,6R,11bR,11cS)-14-(cyclopropylmethyl)-10-hydroxy-2,3,3a,4,5,6,7,11c-octahydro-1H-6, 11b-(epiminoethano)-1,5a-methanonaphth[1,2-e]indole-3-carbonyl)pyridine 1-oxide, title compound",TP,
FN,REACTION_PRODUCT,"4-((1S,3aR,5aS,6R,11bR,11cS)-14-(cyclopropylmethyl)-10-hydroxy-2,3,3a,4,5,6,7,11c-octahydro-1H-6, 11b-(epiminoethano)-1,5a-methanonaphth[1,2-e]indole-3-carbonyl)pyridine 1-oxide",640,"4-((1S,3aR,5aS,6R,11bR,11cS)-14-(cyclopropylmethyl)-10-hydroxy-2,3,3a,4,5,6,7,11c-octahydro-1H-6,11b-(epiminoethano)-1,5a-methanonaphth[1,2-e]indole-3-carbonyl)pyridine 1-oxide","4-((1S,3aR,5aS,6R,11bR,11cS)-14-(cyclopropylmethyl)-10-hydroxy-2,3,3a,4,5,6,7,11c-octahydro-1H-6, 11b-(epiminoethano)-1,5a-methanonaphth[1,2-e]indole-3-carbonyl)pyridine 1-oxide, title compound",TP,
FP,STARTING_MATERIAL,"(1S,3aR,5aS,6R,11bR,11cS)-14-(cyclopropylmethyl)-2,3,3a,4,5,6,7,11c-octahydro-1H-6,11b-(epiminoethano)-1,5a-methanonaphth[1,2-e]indol-10-ol",640,"(1S,3aR,5aS,6R,11bR,11cS)-14-(cyclopropylmethyl)-2,3,3a,4,5,6,7,11c-octahydro-1H-6,11b-(epiminoethano)-1,5a-methanonaphth[1,2-e]indol-10-ol, 4-carboxypyridine 1-oxide","(1S,3aR,5aS,6R,11bR,11cS)-14-(cyclopropylmethyl)-2,3,3a,4,5,6,7,11c-octahydro-1H-6, 11b-(epiminoethano)-1,5a-methanonaphth[1,2-e]indol-10-ol, 4-carboxypyridine 1-oxide",TP,
FN,STARTING_MATERIAL,"(1S,3aR,5aS,6R,11bR,11cS)-14-(cyclopropylmethyl)-2,3,3a,4,5,6,7,11c-octahydro-1H-6, 11b-(epiminoethano)-1,5a-methanonaphth[1,2-e]indol-10-ol",640,"(1S,3aR,5aS,6R,11bR,11cS)-14-(cyclopropylmethyl)-2,3,3a,4,5,6,7,11c-octahydro-1H-6,11b-(epiminoethano)-1,5a-methanonaphth[1,2-e]indol-10-ol, 4-carboxypyridine 1-oxide","(1S,3aR,5aS,6R,11bR,11cS)-14-(cyclopropylmethyl)-2,3,3a,4,5,6,7,11c-octahydro-1H-6, 11b-(epiminoethano)-1,5a-methanonaphth[1,2-e]indol-10-ol, 4-carboxypyridine 1-oxide",TP,
FN,REACTION_PRODUCT,solid,642,"tert-butyl (1-(8-Chloro-4-oxo-2-phenyl-1,4-dihydroquinolin-3-yl)ethyl) carbamate","solid, tert-butyl (1-(8-Chloro-4-oxo-2-phenyl-1,4-dihydroquinolin-3-yl)ethyl) carbamate",TP,
FN,STARTING_MATERIAL,di-tert-butyl dicarbonate,642,3-(1-Aminoethyl)-8-chloro-2-phenylquinolin-4(1H)-one,"3-(1-Aminoethyl)-8-chloro-2-phenylquinolin-4(1H)-one, di-tert-butyl dicarbonate",TP,
FP,REAGENT_CATALYST,di-tert-butyl dicarbonate,642,di-tert-butyl dicarbonate,sodium hydroxide,FP,
FN,REAGENT_CATALYST,sodium hydroxide,642,di-tert-butyl dicarbonate,sodium hydroxide,TP,
FP,SOLVENT,sodium hydroxide solution,642,"THF, sodium hydroxide solution","THF, tetrahydrofuran",FP,
FN,SOLVENT,tetrahydrofuran,642,"THF, sodium hydroxide solution","THF, tetrahydrofuran",TP,
FN,SOLVENT,CH2Cl2,646,dichloromethane,"CH2Cl2, dichloromethane",TP,
FP,TIME,overnight,646,overnight,,TP,
FN,REACTION_PRODUCT,target compound,647,1-(4-chloro-6-((4-methoxybenzyl)amino)pyrimidine-5-yl)-2-fluoroethane-1-one,"1-(4-chloro-6-((4-methoxybenzyl)amino)pyrimidine-5-yl)-2-fluoroethane-1-one, target compound",TP,
FN,REAGENT_CATALYST,"1-chloromethyl-4-fluoro-1, 4-diazoniabicyclo[2.2.2]octanebis(tetrafluoroborate)",647,"1-chloromethyl-4-fluoro-1,4-diazoniabicyclo[2.2.2]octanebis(tetrafluoroborate) (selectfluor)","1-chloromethyl-4-fluoro-1, 4-diazoniabicyclo[2.2.2]octanebis(tetrafluoroborate), selectfluor",TP,
FP,YIELD_OTHER,500 mg,658,500 mg,500mg,TP,
FN,YIELD_OTHER,500mg,658,500 mg,500mg,TP,
FN,REACTION_PRODUCT,1,659,3-chloro-N-phenylpyridin-2-amine,"1, 3-chloro-N-phenylpyridin-2-amine",TP,
FP,STARTING_MATERIAL,"2,3-Dichloropyridine",659,"2,3-Dichloropyridine, aniline","2, 3-Dichloropyridine, aniline",TP,
FN,STARTING_MATERIAL,"2, 3-Dichloropyridine",659,"2,3-Dichloropyridine, aniline","2, 3-Dichloropyridine, aniline",TP,
FP,TEMPERATURE,120°C,659,"120°C, room temperature","refluxed, room temperature",TP,
FN,TEMPERATURE,refluxed,659,"120°C, room temperature","refluxed, room temperature",TP,
FN,REACTION_PRODUCT,4e,660,"(3S,4S,6S)-N-allyloxy-4-[tert-butyl(dimethyl)silyl]oxy-6-[[tert-butyl(dimethyl)silyl]oxymethyl]piperidin-3-amine","(3S,4S,6S)-N-allyloxy-4-[tert-butyl(dimethyl)silyl]oxy-6-[[tert-butyl(dimethyl)silyl]oxymethyl]piperidin-3-amine, 4e",TP,
FN,STARTING_MATERIAL,4d,660,"tert-butyl (2S,4S,5S)-5-(allyloxyamino)-4-[tert-butyl(dimethyl)silyl]oxy-2-[[tert-butyl(dimethyl)silyl]oxymethyl]piperidine-1-carboxylate","4d, tert-butyl (2S,4S,5S)-5-(allyloxyamino)-4-[tert-butyl(dimethyl)silyl]oxy-2-[[tert-butyl(dimethyl)silyl]oxymethyl]piperidine-1-carboxylate",TP,
FP,REACTION_PRODUCT,"(R)-2-Methyl-N-(8-deutero-1,4-dioxaspiro[4.5]decan-8-yl)propane-2-sulfinamide",663,"(R)-2-Methyl-N-(8-deutero-1,4-dioxaspiro[4.5]decan-8-yl)propane-2-sulfinamide","(R)-2-Methyl-N-(8-deutero-1, 4-dioxaspiro[4.5]decan-8-yl)propane-2-sulfinamide, title compound",TP,
FN,REACTION_PRODUCT,"(R)-2-Methyl-N-(8-deutero-1, 4-dioxaspiro[4.5]decan-8-yl)propane-2-sulfinamide",663,"(R)-2-Methyl-N-(8-deutero-1,4-dioxaspiro[4.5]decan-8-yl)propane-2-sulfinamide","(R)-2-Methyl-N-(8-deutero-1, 4-dioxaspiro[4.5]decan-8-yl)propane-2-sulfinamide, title compound",TP,
FN,REAGENT_CATALYST,"Aldrich, 205591",663,"sodium borodeuteride, titanium(IV) ethoxide","Aldrich, 205591, sodium borodeuteride, titanium(IV) ethoxide",FN,
FP,SOLVENT,methanol,663,"EtOAc, THF, methanol",THF,TP,
FP,SOLVENT,EtOAc,663,"EtOAc, THF, methanol",THF,TP,
FP,TEMPERATURE,0°C,663,"-44°C, 0°C, reflux, rt","0° C, reflux, rt, �?4° C",TP,
FP,TEMPERATURE,-44°C,663,"-44°C, 0°C, reflux, rt","0° C, reflux, rt, �?4° C",TP,
FN,TEMPERATURE,0° C,663,"-44°C, 0°C, reflux, rt","0° C, reflux, rt, �?4° C",TP,
FN,TEMPERATURE,�?4° C,663,"-44°C, 0°C, reflux, rt","0° C, reflux, rt, �?4° C",TP,
FN,STARTING_MATERIAL,methylmagnesium bromide,665,tert-butyl-4-(methoxy(methyl)carbamoyl)piperidine-1-carboxylate,"Tert-butyl-4-(methoxy(methyl)carbamoyl)piperidine-1-carboxylate, methylmagnesium bromide",TP,
FP,REAGENT_CATALYST,methylmagnesium bromide,665,methylmagnesium bromide,,FP,
FN,SOLVENT,THF,665,tetrahydrofuran,"THF, tetrahydrofuran",TP,
FP,TEMPERATURE,0°C,665,"-78°C, 0°C","-78 °C, 0 °C",TP,
FP,TEMPERATURE,-78°C,665,"-78°C, 0°C","-78 °C, 0 °C",TP,
FN,TEMPERATURE,-78 °C,665,"-78°C, 0°C","-78 °C, 0 °C",TP,
FN,TEMPERATURE,0 °C,665,"-78°C, 0°C","-78 °C, 0 °C",TP,
FP,REACTION_PRODUCT,"3-(8-Amino-6-bromoimidazo[1,2-a]pyrazin-3-yl)-N-((3,3-difluorocyclobutyl)methyl)-4-methylbenzenesulfonamide",666,"3-(8-Amino-6-bromoimidazo[1,2-a]pyrazin-3-yl)-N-((3,3-difluorocyclobutyl)methyl)-4-methylbenzenesulfonamide","3-(8-Amino-6-bromoimidazo[1,2-a]pyrazin-3-yl)-N-((3, 3-difluorocyclobutyl)methyl)-4-methylbenzenesulfonamide, title compound",TP,
FN,REACTION_PRODUCT,"3-(8-Amino-6-bromoimidazo[1,2-a]pyrazin-3-yl)-N-((3, 3-difluorocyclobutyl)methyl)-4-methylbenzenesulfonamide",666,"3-(8-Amino-6-bromoimidazo[1,2-a]pyrazin-3-yl)-N-((3,3-difluorocyclobutyl)methyl)-4-methylbenzenesulfonamide","3-(8-Amino-6-bromoimidazo[1,2-a]pyrazin-3-yl)-N-((3, 3-difluorocyclobutyl)methyl)-4-methylbenzenesulfonamide, title compound",TP,
FN,REAGENT_CATALYST,sodium carbonate,666,tetrakis(triphenylphosphine)palladium(0),"sodium carbonate, tetrakis(triphenylphosphine)palladium(0)",TP,
FN,TIME,5 min,666,20 min,"20 min, 5 min",TP,
FP,STARTING_MATERIAL,hexachloroethane,669,"2-(difluoromethyl)-6-iodo-8-methyl-[1,2,4]triazolo[1,5-a]pyridine, hexachloroethane","2-(difluoromethyl)-6-iodo-8-methyl-[1,2,4]triazolo[1,5-a]pyridine",FP,
FN,REAGENT_CATALYST,hexachloroethane,669,n-butyllithium,"hexachloroethane, n-butyllithium",TP,
FN,SOLVENT,hexanes,669,THF,"THF, hexanes",TP,
FP,TEMPERATURE,-78° C.,669,"-78° C., rt","rt, �?8° C",TP,
FN,TEMPERATURE,�?8° C,669,"-78° C., rt","rt, �?8° C",TP,
FN,STARTING_MATERIAL,carbon dioxide,670,"3,5-Dimethylisoxazole","3,5-Dimethylisoxazole, carbon dioxide",TP,
FN,SOLVENT,n-hexane,670,tetrahydrofuran,"n-hexane, tetrahydrofuran",TP,
FN,STARTING_MATERIAL,methanol,671,3-(1H-indol-3-yl)propionic acid,"3-(1H-indol-3-yl)propionic acid, methanol",TP,
FP,SOLVENT,anhydrous methanol,671,anhydrous methanol,,TP,
FN,TIME,3 hours,679,"10 min, 18 h","10 minutes, 18 hours, 3 hours",TP,
FP,TEMPERATURE,0°C,680,"0°C, 20°C","0 °C, 20 °C",TP,
FP,TEMPERATURE,20°C,680,"0°C, 20°C","0 °C, 20 °C",TP,
FN,TEMPERATURE,20 °C,680,"0°C, 20°C","0 °C, 20 °C",TP,
FN,TEMPERATURE,0 °C,680,"0°C, 20°C","0 °C, 20 °C",TP,
FP,STARTING_MATERIAL,H2,682,"CO2, H2, N-methylbutylamine","CO2, N-Methylbutylamine, N-methylbutylamine",TP,
FN,REAGENT_CATALYST,H2,682,ruthenium complex 1a,"1a, H2, Ruthenium Complex, ruthenium complex",TP,
FP,REACTION_PRODUCT,"7-Chloro-6-(difluoromethyl)-2-(trifluoromethyl)pyrazolo[1,5-a]pyridine",688,"7-Chloro-6-(difluoromethyl)-2-(trifluoromethyl)pyrazolo[1,5-a]pyridine","2-Chloropyridine-3-carbaldehyde, title compound",FP,
FN,REACTION_PRODUCT,2-Chloropyridine-3-carbaldehyde,688,"7-Chloro-6-(difluoromethyl)-2-(trifluoromethyl)pyrazolo[1,5-a]pyridine","2-Chloropyridine-3-carbaldehyde, title compound",TP,
FN,SOLVENT,n-hexane,688,tetrahydrofuran,"n-hexane, tetrahydrofuran",TP,
FP,TEMPERATURE,0°C,688,"-78°C, 0°C","0° C, �?8° C",TP,
FP,TEMPERATURE,-78°C,688,"-78°C, 0°C","0° C, �?8° C",TP,
FN,TEMPERATURE,�?8° C,688,"-78°C, 0°C","0° C, �?8° C",TP,
FN,TEMPERATURE,0° C,688,"-78°C, 0°C","0° C, �?8° C",TP,
FP,YIELD_OTHER,19.1 mmol,688,"19.1 mmol, 2.70 g",2.70 g,TP,
FN,REACTION_PRODUCT,ammonium salt,691,"1,1-Dioxo-3,3-dibutyl-5-phenyl-7-methylthio-8-(N-{(R)-α-[N-(sulphomethyl)carbamoyl] benzyl}carbamoylmethoxy)-2,3,4,5-tetrahydro-1,2,5-benzothiadiazepine ammonium salt","1,1-Dioxo-3,3-dibutyl-5-phenyl-7-methylthio-8-(N-{(R)-α-[N-(sulphomethyl)carbamoyl] benzyl}carbamoylmethoxy)-2,3,4,5-tetrahydro-1,2,5-benzothiadiazepine ammonium salt, ammonium salt, title compound",TP,
FN,STARTING_MATERIAL,Example 25,691,"1,1-Dioxo-3,3-dibutyl-5-phenyl-7-methylthio-8-[N-((R)-α-carboxybenzyl) carbamoylmethoxy]-2,3,4,5-tetrahydro-1,2,5-benzothiadiazepine, aminomethanesulfonic acid","1,1-Dioxo-3,3-dibutyl-5-phenyl-7-methylthio-8-[N-((R)-α-carboxybenzyl) carbamoylmethoxy]-2,3,4,5-tetrahydro-1,2,5-benzothiadiazepine, Example 25, aminomethanesulfonic acid",TP,
FP,TIME,1 h,691,"1 h, 15 min, 40 min, 6 h, overnight","15 minutes, 40 minutes, 6 hours, one hour",TP,
FP,TIME,overnight,691,"1 h, 15 min, 40 min, 6 h, overnight","15 minutes, 40 minutes, 6 hours, one hour",TP,
FN,TIME,one hour,691,"1 h, 15 min, 40 min, 6 h, overnight","15 minutes, 40 minutes, 6 hours, one hour",TP,
FN,REACTION_PRODUCT,PAG,692,DPAG-2,"DPAG-2, PAG",FN,
FN,TEMPERATURE,�?0,692,"10° C, �?0° C","10° C, �?0, �?0° C",TP,
FN,TIME,5 minutes,692,"10 min, 3 h, 30 min","10 minutes, 3 hours, 30 minutes, 5 minutes",TP,
