row_index,field,entry,classification,matched_with,csv_set_size,ann_set_size
665,REACTION_PRODUCT,tert-butyl 4-acetylpiperidine-1-carboxylate,TP,tert-butyl 4-acetylpiperidine-1-carboxylate,1,2
665,REACTION_PRODUCT,title compound,TP,,1,2
665,REAGENT_CATALYST,methylmagnesium bromide,FP,,1,0
665,SOLVENT,THF,FN,,1,2
665,SOLVENT,tetrahydrofuran,TP,tetrahydrofuran,1,2
665,STARTING_MATERIAL,methylmagnesium bromide,FN,,1,2
665,STARTING_MATERIAL,tert-butyl-4-(methoxy(methyl)carbamoyl)piperidine-1-carboxylate,TP,Tert-butyl-4-(methoxy(methyl)carbamoyl)piperidine-1-carboxylate,1,2
665,TEMPERATURE,-78 °C,FN,,2,2
665,TEMPERATURE,-78°C,FP,,2,2
665,TEMPERATURE,0 °C,FN,,2,2
665,TEMPERATURE,0°C,FP,,2,2
665,TIME,1 hr,TP,1 hr,1,1
665,YIELD_OTHER,6.36 g,TP,6.36 g,1,1
665,YIELD_PERCENT,94.0%,TP,94.0 %,1,1
666,REACTION_PRODUCT,"3-(8-Amino-6-bromoimidazo[1,2-a]pyrazin-3-yl)-N-((3, 3-difluorocyclobutyl)methyl)-4-methylbenzenesulfonamide",FN,,1,2
666,REACTION_PRODUCT,"3-(8-Amino-6-bromoimidazo[1,2-a]pyrazin-3-yl)-N-((3,3-difluorocyclobutyl)methyl)-4-methylbenzenesulfonamide",FP,,1,2
666,REACTION_PRODUCT,title compound,TP,,1,2
666,REAGENT_CATALYST,sodium carbonate,FN,,1,2
666,REAGENT_CATALYST,tetrakis(triphenylphosphine)palladium(0),TP,tetrakis(triphenylphosphine)palladium(0),1,2
666,SOLVENT,2.0 M sodium carbonate in water,TP,water,2,2
666,SOLVENT,ethanol,TP,ethanol,2,2
666,STARTING_MATERIAL,"6-bromo-3-iodoimidazo[1,2-a]pyrazin-8-amine",TP,"6-bromo-3-iodoimidazo[1,2-a]pyrazin-8-amine",2,2
666,STARTING_MATERIAL,"N-((3,3-difluorocyclobutyl)methyl)-4-methyl-3-(4,4,5,5-tetramethyl-1,3,2-dioxaborolan-2-yl)benzenesulfonamide",TP,"N-((3,3-difluorocyclobutyl)methyl)-4-methyl-3-(4,4,5,5-tetramethyl-1,3,2-dioxaborolan-2-yl)benzenesulfonamide",2,2
666,TEMPERATURE,130° C,TP,130° C,1,1
666,TIME,20 min,TP,20 min,1,2
666,TIME,5 min,FN,,1,2
666,YIELD_OTHER,170 mg,TP,170 mg,1,1
666,YIELD_PERCENT,99%,TP,99%,1,1
668,REACTION_PRODUCT,"3-(4-([1,1'-biphenyl]-4-yl)-3,6-dihydropyridin-1(2H)-yl)-2-methyl-2-(methylsulfonyl)-N-((tetrahydro-2H-pyran-2-yl)oxy)propanamide",TP,"3-(4-([1,1'-biphenyl]-4-yl)-3,6-dihydropyridin-1(2H)-yl)-2-methyl-2-(methylsulfonyl)-N-((tetrahydro-2H-pyran-2-yl)oxy)propanamide",1,2
668,REACTION_PRODUCT,title compound,TP,,1,2
668,REAGENT_CATALYST,Et3N,TP,Et3N,3,3
668,REAGENT_CATALYST,HATU,TP,HATU,3,3
668,REAGENT_CATALYST,HOBT,TP,HOBT,3,3
668,SOLVENT,DMF,TP,DMF,1,1
668,STARTING_MATERIAL,O-(tetrahydro-2H-pyran-2-yl)hydroxylamine hydrochloride,TP,O-(tetrahydro-2H-pyran-2-yl)hydroxylamine hydrochloride,2,2
668,STARTING_MATERIAL,"methyl 3-(4-([1,1'-biphenyl]-4-yl)-3,6-dihydropyridin-1(2H)-yl)-2-methyl-2-(methylsulfonyl)propanoate",TP,"methyl 3-(4-([1,1'-biphenyl]-4-yl)-3,6-dihydropyridin-1(2H)-yl)-2-methyl-2-(methylsulfonyl)propanoate",2,2
668,TEMPERATURE,room temperature,TP,room temperature,1,1
668,TIME,1 hr,TP,1 hr,1,1
668,YIELD_OTHER,50 mg,TP,50 mg,1,1
668,YIELD_PERCENT,80%,TP,80%,1,1
669,REACTION_PRODUCT,"2-(Difluoromethyl)-8-methyl-6-(trifluoromethyl)-[1,2,4]triazolo[1,5-a]pyridine",TP,"2-(Difluoromethyl)-8-methyl-6-(trifluoromethyl)-[1,2,4]triazolo[1,5-a]pyridine",1,2
669,REACTION_PRODUCT,title compound,TP,,1,2
669,REAGENT_CATALYST,hexachloroethane,FN,,1,2
669,REAGENT_CATALYST,n-butyllithium,TP,n-butyllithium,1,2
669,SOLVENT,THF,TP,THF,1,2
669,SOLVENT,hexanes,FN,,1,2
669,STARTING_MATERIAL,"2-(difluoromethyl)-6-iodo-8-methyl-[1,2,4]triazolo[1,5-a]pyridine",TP,"2-(difluoromethyl)-6-iodo-8-methyl-[1,2,4]triazolo[1,5-a]pyridine",2,1
669,STARTING_MATERIAL,hexachloroethane,FP,,2,1
669,TEMPERATURE,-78° C.,FP,,2,2
669,TEMPERATURE,rt,TP,rt,2,2
669,TEMPERATURE,−78° C,FN,,2,2
669,TIME,10 min,TP,10 minutes,2,2
669,TIME,30 min,TP,30 minutes,2,2
669,YIELD_OTHER,71.4 mg,TP,71.4 mg,1,1
669,YIELD_PERCENT,42%,TP,42%,1,1
670,REACTION_PRODUCT,2-(3-Methylisoxazol-5-yl) acetic acid,TP,2-(3-Methylisoxazol-5-yl) acetic acid,1,2
670,REACTION_PRODUCT,2-(3-Methylisoxazol-5-yl) acetic acid,TP,2-(3-methylisoxazol-5-yl) acetic acid,1,2
670,REAGENT_CATALYST,n-butyllithium,TP,n-butyllithium,1,1
670,SOLVENT,n-hexane,FN,,1,2
670,SOLVENT,tetrahydrofuran,TP,tetrahydrofuran,1,2
670,STARTING_MATERIAL,"3,5-Dimethylisoxazole",TP,"3,5-Dimethylisoxazole",1,2
670,STARTING_MATERIAL,carbon dioxide,FN,,1,2
670,TEMPERATURE,-78°C,TP,-78°C,2,2
670,TEMPERATURE,room temperature,TP,room temperature,2,2
670,TIME,1 h,TP,1 hour,1,1
670,YIELD_OTHER,2.40 g,TP,2.40 g,1,1
670,YIELD_PERCENT,89%,TP,89%,1,1
671,REACTION_PRODUCT,methyl 3-(1H-indole-3)propionate,TP,Methyl 3-(1H-indole-3)propionate,1,2
671,REACTION_PRODUCT,methyl 3-(1H-indole-3)propionate,TP,methyl 3-(1H-indole-3)propionate,1,2
671,REAGENT_CATALYST,thionyl chloride,TP,thionyl chloride,1,1
671,SOLVENT,anhydrous methanol,FP,,1,0
671,STARTING_MATERIAL,3-(1H-indol-3-yl)propionic acid,TP,3-(1H-indol-3-yl)propionic acid,1,2
671,STARTING_MATERIAL,methanol,FN,,1,2
671,TEMPERATURE,0°C,TP,0°C,1,1
671,TIME,0.5 h,TP,0.5 h,1,1
671,YIELD_OTHER,180 mg,TP,180 mg,1,1
671,YIELD_PERCENT,85%,TP,85%,1,1
672,REACTION_PRODUCT,"1-Methyl-3-(3-(3-methylisoxazol-5-yl)propyl)pyrido[4,3-d]pyrimidine-2,4-dione",TP,"1-Methyl-3-(3-(3-methylisoxazol-5-yl)propyl)pyrido[4,3-d]pyrimidine-2,4-dione",1,2
672,REACTION_PRODUCT,"1-Methyl-3-(3-(3-methylisoxazol-5-yl)propyl)pyrido[4,3-d]pyrimidine-2,4-dione",TP,"1-methyl-3-(3-(3-methylisoxazol-5-yl)propyl)pyrido[4,3-d]pyrimidine-2,4-dione",1,2
672,REAGENT_CATALYST,potassium carbonate,TP,potassium carbonate,2,2
672,REAGENT_CATALYST,potassium iodide,TP,potassium iodide,2,2
672,SOLVENT,"N,N-dimethylformamide",TP,"N,N-dimethylformamide",1,1
672,STARTING_MATERIAL,"1-methylpyrido[4,3-d]pyrimidine-2,4-dione",TP,"1-methylpyrido[4,3-d]pyrimidine-2,4-dione",2,2
672,STARTING_MATERIAL,3-(3-Methylisoxazol-5-yl)propyl methanesulfonate,TP,3-(3-Methylisoxazol-5-yl)propyl methanesulfonate,2,2
672,TEMPERATURE,120°C,TP,120°C,1,1
672,TIME,3 h,TP,3 hours,1,1
672,YIELD_OTHER,38.0 mg,TP,38.0 mg,1,1
672,YIELD_PERCENT,69%,TP,69%,1,1
675,REACTION_PRODUCT,compound 9-v,TP,9-v,1,1
675,REAGENT_CATALYST,sodium sulfite,TP,sodium sulfite,1,1
675,SOLVENT,aqueous,TP,aqueous,2,2
675,SOLVENT,ethanol,TP,ethanol,2,2
675,STARTING_MATERIAL,Compound 9-iv,TP,9-iv,1,1
675,TEMPERATURE,reflux,TP,reflux,1,1
675,TIME,24 h,TP,24 hours,1,1
675,YIELD_OTHER,200 mg,TP,200 mg,1,1
675,YIELD_PERCENT,76%,TP,76%,1,1
679,REACTION_PRODUCT,"5-bromo-3-methyl-1-{2-oxo-2-[4-(2-oxo-1,4-dihydro-2H-quinazolin-3-yl)-piperidin-1-yl]-ethyl}-1H-pyrimidine-2,4-dione",TP,"5-bromo-3-methyl-1-{2-oxo-2-[4-(2-oxo-1,4-dihydro-2H-quinazolin-3-yl)-piperidin-1-yl]-ethyl}-1H-pyrimidine-2,4-dione",1,1
679,REAGENT_CATALYST,diisopropyl azodicarboxylate,TP,diisopropyl azodicarboxylate,2,2
679,REAGENT_CATALYST,triphenylphosphine,TP,triphenylphosphine,2,2
679,SOLVENT,tetrahydrofuran,TP,tetrahydrofuran,1,1
679,STARTING_MATERIAL,"3-[1-(2-hydroxyacetyl)-piperidin-4-yl]-3,4-dihydro-1H-quinazolin-2-one",TP,"3-[1-(2-hydroxyacetyl)-piperidin-4-yl]-3,4-dihydro-1H-quinazolin-2-one",2,2
679,STARTING_MATERIAL,"5-bromo-3-methyl-1H-pyrimidine-2,4-dione",TP,"5-bromo-3-methyl-1H-pyrimidine-2,4-dione",2,2
679,TEMPERATURE,room temperature,TP,room temperature,1,1
679,TIME,10 min,TP,10 minutes,2,3
679,TIME,18 h,TP,18 hours,2,3
679,TIME,3 hours,FN,,2,3
679,YIELD_OTHER,160 mg,TP,160 mg,1,1
679,YIELD_PERCENT,74%,TP,74%,1,1
680,REACTION_PRODUCT,"7-Fluoro-3,4-dihydro-1H-[1,4]oxazino[4,3-a]indole",TP,"7-Fluoro-3,4-dihydro-1H-[1,4]oxazino[4,3-a]indole",1,2
680,REACTION_PRODUCT,title compound,TP,,1,2
680,REAGENT_CATALYST,potassium hydroxide,TP,potassium hydroxide,1,1
680,SOLVENT,dichloromethane,TP,dichloromethane,1,1
680,STARTING_MATERIAL,(6-Fluoro-1H-indol-2-yl)methanol,TP,(6-Fluoro-1H-indol-2-yl)methanol,2,2
680,STARTING_MATERIAL,phenylvinylsulfone,TP,Phenylvinylsulfone,2,2
680,TEMPERATURE,0 °C,FN,,2,2
680,TEMPERATURE,0°C,FP,,2,2
680,TEMPERATURE,20 °C,FN,,2,2
680,TEMPERATURE,20°C,FP,,2,2
680,TIME,12 h,TP,12 hours,1,1
680,YIELD_OTHER,3.65 g (white solid),TP,3.65 g,1,1
680,YIELD_PERCENT,61.70%,TP,61.70%,1,1
682,REACTION_PRODUCT,N-methylbutylformamide,TP,N-methylbutylformamide,1,1
682,REAGENT_CATALYST,H2,FN,,1,4
682,REAGENT_CATALYST,ruthenium complex 1a,TP,Ruthenium Complex,1,4
682,REAGENT_CATALYST,ruthenium complex 1a,TP,ruthenium complex,1,4
682,REAGENT_CATALYST,ruthenium complex 1a,TP,1a,1,4
682,STARTING_MATERIAL,CO2,TP,CO2,3,3
682,STARTING_MATERIAL,H2,FP,,3,3
682,STARTING_MATERIAL,N-methylbutylamine,TP,N-Methylbutylamine,3,3
682,STARTING_MATERIAL,N-methylbutylamine,TP,N-methylbutylamine,3,3
682,TEMPERATURE,120° C,TP,120° C,1,1
682,TIME,16 h,TP,16 hours,1,1
682,YIELD_OTHER,2.237 g,TP,2.237 g,1,1
682,YIELD_PERCENT,97%,TP,97%,1,1
684,REACTION_PRODUCT,"N-(3,5-Dimethyl-1-(3-nitrobenzyl)-1H-pyrazol-4-yl)-4-(phenoxymethyl)benzamide (A5b)",TP,A5b,1,2
684,REACTION_PRODUCT,"N-(3,5-Dimethyl-1-(3-nitrobenzyl)-1H-pyrazol-4-yl)-4-(phenoxymethyl)benzamide (A5b)",TP,"N-(3,5-Dimethyl-1-(3-nitrobenzyl)-1H-pyrazol-4-yl)-4-(phenoxymethyl)benzamide",1,2
684,REAGENT_CATALYST,EDC,TP,EDC,1,1
684,STARTING_MATERIAL,intermediate IA9b,TP,intermediate IA9b,1,1
684,YIELD_OTHER,180 mg,TP,180 mg,1,1
684,YIELD_PERCENT,54%,TP,54%,1,1
686,REACTION_PRODUCT,"4,4'-((2-(Bromomethyl)-2-((4-phenoxyphenoxy)methyl)propane-1,3-diyl)bis(oxy))bis(phenoxybenzene) (Compound B5)",TP,"4,4'-((2-(Bromomethyl)-2-((4-phenoxyphenoxy)methyl)propane-1,3-diyl)bis(oxy))bis(phenoxybenzene)",1,2
686,REACTION_PRODUCT,"4,4'-((2-(Bromomethyl)-2-((4-phenoxyphenoxy)methyl)propane-1,3-diyl)bis(oxy))bis(phenoxybenzene) (Compound B5)",TP,B5,1,2
686,REAGENT_CATALYST,potassium carbonate,TP,potassium carbonate,1,1
686,SOLVENT,DMF,TP,DMF,1,1
686,STARTING_MATERIAL,4-phenoxyphenol,TP,4-phenoxyphenol,2,2
686,STARTING_MATERIAL,pentaerythrityl tetrabromide,TP,pentaerythrityl tetrabromide,2,2
686,TEMPERATURE,110° C,TP,110° C,1,1
686,TIME,24 h,TP,24 h,1,1
686,YIELD_OTHER,3.71 g,TP,3.71 g,1,1
686,YIELD_PERCENT,53%,TP,53%,1,1
688,REACTION_PRODUCT,2-Chloropyridine-3-carbaldehyde,FN,,1,2
688,REACTION_PRODUCT,"7-Chloro-6-(difluoromethyl)-2-(trifluoromethyl)pyrazolo[1,5-a]pyridine",FP,,1,2
688,REACTION_PRODUCT,title compound,TP,,1,2
688,REAGENT_CATALYST,diisopropylamine,TP,diisopropylamine,2,2
688,REAGENT_CATALYST,n-butyllithium,TP,n-butyllithium,2,2
688,SOLVENT,n-hexane,FN,,1,2
688,SOLVENT,tetrahydrofuran,TP,tetrahydrofuran,1,2
688,STARTING_MATERIAL,2-chloropyridine,TP,2-chloropyridine,2,2
688,STARTING_MATERIAL,"N,N-dimethylformamide",TP,"N,N-dimethylformamide",2,2
688,TEMPERATURE,-78°C,FP,,2,2
688,TEMPERATURE,0° C,FN,,2,2
688,TEMPERATURE,0°C,FP,,2,2
688,TEMPERATURE,−78° C,FN,,2,2
688,TIME,1 h,TP,1 h,2,2
688,TIME,15 min,TP,15 min,2,2
688,YIELD_OTHER,19.1 mmol,FP,,2,1
688,YIELD_OTHER,2.70 g,TP,2.70 g,2,1
688,YIELD_PERCENT,21%,TP,21%,1,1
691,REACTION_PRODUCT,"1,1-Dioxo-3,3-dibutyl-5-phenyl-7-methylthio-8-(N-{(R)-α-[N-(sulphomethyl)carbamoyl] benzyl}carbamoylmethoxy)-2,3,4,5-tetrahydro-1,2,5-benzothiadiazepine ammonium salt",TP,"1,1-Dioxo-3,3-dibutyl-5-phenyl-7-methylthio-8-(N-{(R)-α-[N-(sulphomethyl)carbamoyl] benzyl}carbamoylmethoxy)-2,3,4,5-tetrahydro-1,2,5-benzothiadiazepine ammonium salt",1,3
691,REACTION_PRODUCT,ammonium salt,FN,,1,3
691,REACTION_PRODUCT,title compound,TP,,1,3
691,REAGENT_CATALYST,N-methylmorpholine,TP,N-methylmorpholine,3,3
691,REAGENT_CATALYST,TBTU,TP,TBTU,3,3
691,REAGENT_CATALYST,Tetrabutylammoniumhydrogensulfate,TP,Tetrabutylammoniumhydrogensulfate,3,3
691,SOLVENT,DMF,TP,DMF,1,1
691,STARTING_MATERIAL,"1,1-Dioxo-3,3-dibutyl-5-phenyl-7-methylthio-8-[N-((R)-α-carboxybenzyl) carbamoylmethoxy]-2,3,4,5-tetrahydro-1,2,5-benzothiadiazepine",TP,"1,1-Dioxo-3,3-dibutyl-5-phenyl-7-methylthio-8-[N-((R)-α-carboxybenzyl) carbamoylmethoxy]-2,3,4,5-tetrahydro-1,2,5-benzothiadiazepine",2,3
691,STARTING_MATERIAL,Example 25,FN,,2,3
691,STARTING_MATERIAL,aminomethanesulfonic acid,TP,aminomethanesulfonic acid,2,3
691,TEMPERATURE,60°C,TP,60°C,2,2
691,TEMPERATURE,room temperature,TP,room temperature,2,2
691,TIME,1 h,FP,,5,4
691,TIME,15 min,TP,15 minutes,5,4
691,TIME,40 min,TP,40 minutes,5,4
691,TIME,6 h,TP,6 hours,5,4
691,TIME,one hour,FN,,5,4
691,TIME,overnight,FP,,5,4
691,YIELD_OTHER,10 mg,TP,10 mg,1,1
691,YIELD_PERCENT,17%,TP,17%,1,1
692,REACTION_PRODUCT,DPAG-2,TP,DPAG-2,1,2
692,REACTION_PRODUCT,PAG,FN,,1,2
692,REAGENT_CATALYST,n-BuLi,TP,n-BuLi,1,1
692,SOLVENT,THF,TP,THF,1,1
692,STARTING_MATERIAL,"2,2'-(1,3-phenylenebis(azanediyl))bis(1,1-difluoro-2-oxoethane-1-sulfonyl fluoride) (SM-8)",TP,"2,2'-(1,3-phenylenebis(azanediyl))bis(1,1-difluoro-2-oxoethane-1-sulfonyl fluoride)",2,4
692,STARTING_MATERIAL,"2,2'-(1,3-phenylenebis(azanediyl))bis(1,1-difluoro-2-oxoethane-1-sulfonyl fluoride) (SM-8)",TP,SM-8,2,4
692,STARTING_MATERIAL,2-hydroxy-2-trifluoromethylacetophenone (SM-9),TP,2-hydroxy-2-trifluoromethylacetophenone,2,4
692,STARTING_MATERIAL,2-hydroxy-2-trifluoromethylacetophenone (SM-9),TP,SM-9,2,4
692,TEMPERATURE,10° C,TP,10° C,2,3
692,TEMPERATURE,−30,FN,,2,3
692,TEMPERATURE,−30° C,TP,−30° C,2,3
692,TIME,10 min,TP,10 minutes,3,4
692,TIME,3 h,TP,3 hours,3,4
692,TIME,30 min,TP,30 minutes,3,4
692,TIME,5 minutes,FN,,3,4
692,YIELD_OTHER,0.09 g,TP,0.09 g,1,1
692,YIELD_PERCENT,4.9%,TP,4.9%,1,1
693,REACTION_PRODUCT,3-((3-Methylisoxazol-5-yl)methyl)cyclohexylmethyl methanesulfonate,TP,3-((3-Methylisoxazol-5-yl)methyl)cyclohexylmethyl methanesulfonate,1,2
693,REACTION_PRODUCT,3-((3-Methylisoxazol-5-yl)methyl)cyclohexylmethyl methanesulfonate,TP,3-((3-methylisoxazol-5-yl)methyl)cyclohexylmethyl methanesulfonate,1,2
693,REAGENT_CATALYST,triethylamine,TP,triethylamine,1,1
693,SOLVENT,dichloromethane,TP,dichloromethane,1,1
693,STARTING_MATERIAL,3-((3-Methylisoxazol-5-yl)methyl)cyclohexanol,TP,3-((3-Methylisoxazol-5-yl)methyl)cyclohexanol,1,2
693,STARTING_MATERIAL,methanesulfonyl chloride,FN,,1,2
693,TEMPERATURE,0°C,TP,0°C,2,2
693,TEMPERATURE,room temperature,TP,room temperature,2,2
693,TIME,2 h,TP,2 hours,1,1
693,YIELD_OTHER,400 mg,TP,400 mg,1,1
693,YIELD_PERCENT,96%,TP,96%,1,1
694,REACTION_PRODUCT,PAG,FN,,1,2
694,REACTION_PRODUCT,PAG-4,TP,PAG-4,1,2
694,REAGENT_CATALYST,n-BuLi,TP,n-BuLi,1,1
694,SOLVENT,THF,TP,THF,1,1
694,STARTING_MATERIAL,"1,1-difluoro-2-oxo-2-(phenylamino)ethane-1-sulfonyl fluoride (SM-1)",TP,SM-1,2,4
694,STARTING_MATERIAL,"1,1-difluoro-2-oxo-2-(phenylamino)ethane-1-sulfonyl fluoride (SM-1)",TP,"1,1-difluoro-2-oxo-2-(phenylamino)ethane-1-sulfonyl fluoride",2,4
694,STARTING_MATERIAL,2-Hydroxy-2'-methylacetophenone (SM-6),TP,2-Hydroxy-2'-methylacetophenone,2,4
694,STARTING_MATERIAL,2-Hydroxy-2'-methylacetophenone (SM-6),TP,SM-6,2,4
694,TEMPERATURE,-30°C to 10°C,FP,,2,5
694,TEMPERATURE,0° C,FN,,2,5
694,TEMPERATURE,10° C,FN,,2,5
694,TEMPERATURE,60° C,FN,,2,5
694,TEMPERATURE,room temperature,TP,room temperature,2,5
694,TEMPERATURE,−30° C,FN,,2,5
694,TIME,10 min,TP,10 minutes,3,4
694,TIME,2.5 h,TP,2.5 hours,3,4
694,TIME,20 min,TP,20 minute,3,4
694,TIME,5 minutes,FN,,3,4
694,YIELD_OTHER,0.45 g,TP,0.45 g,1,1
694,YIELD_PERCENT,24.3%,TP,24.3%,1,1
696,REACTION_PRODUCT,2-Bromo-1-fluoro-3-methyl-5-vinylbenzene,TP,2-Bromo-1-fluoro-3-methyl-5-vinylbenzene,1,2
696,REACTION_PRODUCT,product,FN,,1,2
696,REAGENT_CATALYST,"1,1'-bis(diphenylphosphino)ferrocene]-dichloropalladium(II)",FN,,2,4
696,REAGENT_CATALYST,"4,4,5,5-tetramethyl-2-vinyl-1,3,2-dioxaborolane",FN,,2,4
696,REAGENT_CATALYST,Pd(dppf)Cl2,FN,,2,4
696,REAGENT_CATALYST,"[1,1'-bis(diphenylphosphino)ferrocene]dichloropalladium(II)",FP,,2,4
696,REAGENT_CATALYST,potassium phosphate tribasic,TP,potassium phosphate tribasic,2,4
696,SOLVENT,"1,4-dioxane",TP,"1,4-dioxane",2,2
696,SOLVENT,water,TP,water,2,2
696,STARTING_MATERIAL,2-bromo-1-fluoro-5-iodo-3-methylbenzene,TP,2-bromo-1-fluoro-5-iodo-3-methylbenzene,1,2
696,STARTING_MATERIAL,"4,4,5,5-tetramethyl-2-vinyl-1,3,2-dioxaborolane",FN,,1,2
696,TEMPERATURE,70° C,TP,70° C,2,2
696,TEMPERATURE,room temperature,TP,room temperature,2,2
696,TIME,1 h,TP,1 h,2,2
696,TIME,10 min,TP,10 minutes,2,2
696,YIELD_OTHER,5.46 g,TP,5.46 g,1,1
696,YIELD_PERCENT,77%,TP,77%,1,1
698,REACTION_PRODUCT,(R)-8-(Benzyloxy)-5-(2-(((1-benzylpiperidin-4-yl)methyl)amino)-1-((tert-butyldimethylsilyl)oxy)ethyl)quinolin-2(1H)-one,TP,(R)-8-(Benzyloxy)-5-(2-(((1-benzylpiperidin-4-yl)methyl)amino)-1-((tert-butyldimethylsilyl)oxy)ethyl)quinolin-2(1H)-one,1,2
698,REACTION_PRODUCT,title compound,TP,,1,2
698,SOLVENT,NMP,TP,NMP,1,1
698,STARTING_MATERIAL,(1-benzylpiperidin-4-yl)methanamine,TP,(1-benzylpiperidin-4-yl)methanamine,2,2
698,STARTING_MATERIAL,(R)-8-(benzyloxy)-5-(2-bromo-1-((tert-butyldimethylsilyl)oxy)ethyl)quinolin-2(1H)-one,TP,(R)-8-(benzyloxy)-5-(2-bromo-1-((tert-butyldimethylsilyl)oxy)ethyl)quinolin-2(1H)-one,2,2
698,TEMPERATURE,80° C,TP,80° C,1,1
698,TIME,18 h,TP,18 hours,1,1
698,YIELD_OTHER,2.65 g,TP,2.65 g,1,1
698,YIELD_PERCENT,88%,TP,88%,1,1
699,REACTION_PRODUCT,"1-(tert-Butoxycarbonyl(methyl)amino)-4-fluoro-6-methyl-2,3-dihydro-1H-inden-5-yl trifluoromethanesulfonate",TP,"1-(tert-Butoxycarbonyl(methyl)amino)-4-fluoro-6-methyl-2,3-dihydro-1H-inden-5-yl trifluoromethanesulfonate",1,2
699,REACTION_PRODUCT,desired product,FN,,1,2
699,REAGENT_CATALYST,pyridine,TP,pyridine,2,2
699,REAGENT_CATALYST,trifluoromethanesulfonic anhydride,TP,trifluoromethanesulfonic anhydride,2,2
699,SOLVENT,CH2Cl2,TP,CH2Cl2,1,1
699,STARTING_MATERIAL,"tert-butyl (4-fluoro-5-hydroxy-6-methyl-2,3-dihydro-1H-inden-1-yl)(methyl)carbamate",TP,"tert-butyl (4-fluoro-5-hydroxy-6-methyl-2,3-dihydro-1H-inden-1-yl)(methyl)carbamate",1,1
699,TEMPERATURE,0° C,TP,0° C,2,2
699,TEMPERATURE,room temperature,TP,room temperature,2,2
699,TIME,6 h,TP,6 h,1,1
699,YIELD_OTHER,284.9 mg,TP,284.9 mg,1,1
699,YIELD_PERCENT,84%,TP,84%,1,1
701,REACTION_PRODUCT,PAG,FN,,1,2
701,REACTION_PRODUCT,PAG-11,TP,PAG-11,1,2
701,REAGENT_CATALYST,n-BuLi,TP,n-BuLi,1,1
701,SOLVENT,THF,TP,THF,1,1
701,STARTING_MATERIAL,"1, 1-Difluoro-2-oxo-2-(1-adamntylamino)ethanesulfonyl fluoride",FN,,2,4
701,STARTING_MATERIAL,"1,1-Difluoro-2-oxo-2-(1-adamntylamino)ethanesulfonyl fluoride (SM-2)",TP,SM-2,2,4
701,STARTING_MATERIAL,2-Hydroxy-1-acetonaphthone (SM-9),TP,SM-9,2,4
701,STARTING_MATERIAL,2-Hydroxy-1-acetonaphthone (SM-9),TP,2-Hydroxy-1-acetonaphthone,2,4
701,TEMPERATURE,0° C,FN,,2,4
701,TEMPERATURE,50° C,FN,,2,4
701,TEMPERATURE,5° C,TP,5° C,2,4
701,TEMPERATURE,−50° C,TP,−50° C,2,4
701,TIME,10 min,TP,10 minutes,2,3
701,TIME,2.5 h,TP,2.5 hours,2,3
701,TIME,5 minutes,FN,,2,3
701,YIELD_OTHER,0.39 g,TP,0.39 g,1,1
701,YIELD_PERCENT,16.3%,TP,16.3%,1,1
702,REACTION_PRODUCT,108,FN,,1,2
702,REACTION_PRODUCT,"5-(2-chloro-3-methoxyphenyl)-3-((S)-2-methoxy-1-methylethyl)-1-{2-oxo-2-[4-(2-oxo-1,2,4,5-tetrahydro-benzo[d][1,3]diazepin-3-yl)-piperidin-1-yl]-ethyl}-1H-pyrimidine-2,4-dione",TP,"5-(2-chloro-3-methoxyphenyl)-3-((S)-2-methoxy-1-methylethyl)-1-{2-oxo-2-[4-(2-oxo-1,2,4,5-tetrahydro-benzo[d][1,3]diazepin-3-yl)-piperidin-1-yl]-ethyl}-1H-pyrimidine-2,4-dione",1,2
702,SOLVENT,ethyl acetate,FP,,1,0
702,STARTING_MATERIAL,"3-piperidin-4-yl-1,3,4,5-tetrahydro-benzo[d][1,3]diazepin-2-one",TP,"3-piperidin-4-yl-1,3,4,5-tetrahydro-benzo[d][1,3]diazepin-2-one",2,2
702,STARTING_MATERIAL,"[5-(2-chloro-3-methoxyphenyl)-3-((S)-2-methoxy-1-methylethyl)-2,4-dioxo-3,4-dihydro-2H-pyrimidin-1-yl]-acetic acid",TP,"[5-(2-chloro-3-methoxyphenyl)-3-((S)-2-methoxy-1-methylethyl)-2,4-dioxo-3,4-dihydro-2H-pyrimidin-1-yl]-acetic acid",2,2
702,TEMPERATURE,274°C,FP,,1,0
702,YIELD_OTHER,250 mg,TP,250 mg,1,1
702,YIELD_PERCENT,35%,TP,35%,1,1
704,REACTION_PRODUCT,Methyl 4-({[6-bromo-2-(3-chlorophenyl)-3-methylquinolin-4-yl]carbonyl}amino)bicyclo[2.2.2]octane-1-carboxylate,TP,Methyl 4-({[6-bromo-2-(3-chlorophenyl)-3-methylquinolin-4-yl]carbonyl}amino)bicyclo[2.2.2]octane-1-carboxylate,1,2
704,REACTION_PRODUCT,title compound,TP,,1,2
704,REAGENT_CATALYST,DIPEA,TP,DIPEA,2,2
704,REAGENT_CATALYST,HATU,TP,HATU,2,2
704,SOLVENT,DMF,TP,DMF,1,1
704,STARTING_MATERIAL,compound from Example 11A,TP,compound from Example 11A,2,2
704,STARTING_MATERIAL,methyl 4-aminobicyclo[2.2.2]octane-1-carboxylate hydrochloride,TP,methyl 4-aminobicyclo[2.2.2]octane-1-carboxylate hydrochloride,2,2
704,TEMPERATURE,60° C,TP,60° C,2,2
