volume,article,raw_name,CAS,CIRsmiles,PubChemsmiles,PubChem_after_cas_check_smiles,PubChem_name_smiles,OPSIN_name_smiles,Processed_name,Processed_PubChemsmiles
37,1,aniline ,62-53-3,Nc1ccccc1,Nc1ccccc1,Nc1ccccc1,Nc1ccccc1,Nc1ccccc1,,Nc1ccccc1
37,1,xylene ,106-42-3,Cc1ccc(C)cc1,Cc1ccc(C)cc1,Cc1ccc(C)cc1,Cc1ccc(C)cc1,Cc1ccc(C)cc1,,Cc1ccc(C)cc1
37,1,Ethyl benzalmalonate,Not Found,Not Found,Not Found,Not Found,CCOC(=O)C(=CC1=CC=CC=C1)C(=O)[O-],CCOC(=O)C(=CC1=CC=CC=C1)C(=O)[O-],,CCOC(=O)C(=CC1=CC=CC=C1)C(=O)[O-]
37,1,Ethyl benzoylacetate ,94-02-0,CCOC(=O)CC(=O)c1ccccc1,CCOC(=O)CC(=O)c1ccccc1,CCOC(=O)CC(=O)c1ccccc1,CCOC(=O)CC(=O)c1ccccc1,CCOC(=O)CC(=O)c1ccccc1,,CCOC(=O)CC(=O)c1ccccc1
37,1,"Benzoylacetanilide,
Acetanilide, 2-benzoyl- ",85-99-4,CC(=O)Nc1ccccc1C(=O)c2ccccc2,CC(=O)Nc1ccccc1C(=O)c2ccccc2,CC(=O)Nc1ccccc1C(=O)c2ccccc2,CC(=O)Nc1ccccc1C(=O)c2ccccc2,CC(=O)Nc1ccccc1C(=O)c2ccccc2,,CC(=O)Nc1ccccc1C(=O)c2ccccc2
37,1,2-amino-5-nitroanisole ,97-52-9,COc1cc(ccc1N)[N+]([O-])=O,COc1cc(ccc1N)[N+]([O-])=O,COc1cc(ccc1N)[N+]([O-])=O,COc1cc(ccc1N)[N+]([O-])=O,COc1cc(ccc1N)[N+]([O-])=O,,COc1cc(ccc1N)[N+]([O-])=O
37,1,3-Carboxy-4-hydroxyquinoline,Not Found,Not Found,Not Found,Not Found,Not Found,C(=O)(O)C=1C=NC2=CC=CC=C2C1O,,C(=O)(O)C=1C=NC2=CC=CC=C2C1O
37,1,4-Benzal-2-phenyl-5-oxazolone ,842-74-0,O=C\1OC(=NC1=C\c2ccccc2)c3ccccc3,O=C\1OC(=NC1=C\c2ccccc2)c3ccccc3,O=C\1OC(=NC1=C\c2ccccc2)c3ccccc3,O=C\1OC(=NC1=C\c2ccccc2)c3ccccc3,O=C\1OC(=NC1=C\c2ccccc2)c3ccccc3,,O=C\1OC(=NC1=C\c2ccccc2)c3ccccc3
37,1,Oleoyl chloride ,112-77-6,CCCCCCCC\C=C/CCCCCCCC(Cl)=O,CCCCCCCC\C=C/CCCCCCCC(Cl)=O,CCCCCCCC\C=C/CCCCCCCC(Cl)=O,CCCCCCCC\C=C/CCCCCCCC(Cl)=O,CCCCCCCC\C=C/CCCCCCCC(Cl)=O,,CCCCCCCC\C=C/CCCCCCCC(Cl)=O
37,2,hydrochloric acid ,7647-01-0,[H+].[Cl-],[H+].[Cl-],[H+].[Cl-],[H+].[Cl-],[H+].[Cl-],,[H+].[Cl-]
37,2,Benzene ,71-43-2,c1ccccc1,c1ccccc1,c1ccccc1,c1ccccc1,c1ccccc1,,c1ccccc1
37,2,ether ,60-29-7,CCOCC,CCOCC,CCOCC,CCOCC,CCOCC,,CCOCC
37,2,benzonitrile ,100-47-0,N#Cc1ccccc1,N#Cc1ccccc1,N#Cc1ccccc1,N#Cc1ccccc1,N#Cc1ccccc1,,N#Cc1ccccc1
37,2,sodium hydroxide ,1310-73-2,[OH-].[Na+],[OH-].[Na+],[OH-].[Na+],[OH-].[Na+],[OH-].[Na+],,[OH-].[Na+]
37,2,thionyl chloride ,7719-09-7,Cl[S](Cl)=O,Cl[S](Cl)=O,Cl[S](Cl)=O,Cl[S](Cl)=O,Cl[S](Cl)=O,,Cl[S](Cl)=O
37,2,chloroform ,67-66-3,ClC(Cl)Cl,ClC(Cl)Cl,ClC(Cl)Cl,ClC(Cl)Cl,ClC(Cl)Cl,,ClC(Cl)Cl
37,2,aluminum chloride ,3495-54-3,[Al+3].[Cl-].[Cl-].[Cl-].C[N+]([O-])=O,[Al+3].[Cl-].[Cl-].[Cl-].C[N+]([O-])=O,[Al+3].[Cl-].[Cl-].[Cl-].C[N+]([O-])=O,[Al+3].[Cl-].[Cl-].[Cl-].C[N+]([O-])=O,[Al+3].[Cl-].[Cl-].[Cl-].C[N+]([O-])=O,,[Al+3].[Cl-].[Cl-].[Cl-].C[N+]([O-])=O
37,2,chromic acid ,7738-94-5,O[Cr](O)(=O)=O,O[Cr](O)(=O)=O,O[Cr](O)(=O)=O,O[Cr](O)(=O)=O,O[Cr](O)(=O)=O,,O[Cr](O)(=O)=O
37,2,Phenylmagnesium bromide ,100-58-3,[Mg++]|[C-]1=CC=CC=C1.[Br-],[Mg++]|[C-]1=CC=CC=C1.[Br-],[Mg++]|[C-]1=CC=CC=C1.[Br-],[Mg++]|[C-]1=CC=CC=C1.[Br-],[Mg++]|[C-]1=CC=CC=C1.[Br-],,[Mg++]|[C-]1=CC=CC=C1.[Br-]
37,2,Nicotinic acid ,59-67-6,OC(=O)c1cccnc1,OC(=O)c1cccnc1,OC(=O)c1cccnc1,OC(=O)c1cccnc1,OC(=O)c1cccnc1,,OC(=O)c1cccnc1
37,2,aluminum hydroxide,Not Found,Not Found,Not Found,Not Found,[OH-].[OH-].[OH-].[Al+3],[OH-].[OH-].[OH-].[Al+3],,[OH-].[OH-].[OH-].[Al+3]
37,2,hexane ,110-54-3,CCCCCC,CCCCCC,CCCCCC,CCCCCC,CCCCCC,,CCCCCC
37,2,"3-Benzoylpyridine,
Ketone, phenyl 3-pyridyl ",5424-19-1,O=C(c1ccccc1)c2cccnc2,O=C(c1ccccc1)c2cccnc2,O=C(c1ccccc1)c2cccnc2,O=C(c1ccccc1)c2cccnc2,O=C(c1ccccc1)c2cccnc2,,O=C(c1ccccc1)c2cccnc2
37,2,diphenyl sulfoxide ,945-51-7,O=[S](c1ccccc1)c2ccccc2,O=[S](c1ccccc1)c2ccccc2,O=[S](c1ccccc1)c2ccccc2,O=[S](c1ccccc1)c2ccccc2,O=[S](c1ccccc1)c2ccccc2,,O=[S](c1ccccc1)c2ccccc2
37,2,4-Benzoylpyridine ,14548-46-0,O=C(c1ccccc1)c2ccncc2,O=C(c1ccccc1)c2ccncc2,O=C(c1ccccc1)c2ccncc2,O=C(c1ccccc1)c2ccncc2,O=C(c1ccccc1)c2ccncc2,,O=C(c1ccccc1)c2ccncc2
37,2,3-cyanopyridine ,100-54-9,N#Cc1cccnc1,N#Cc1cccnc1,N#Cc1cccnc1,N#Cc1cccnc1,N#Cc1cccnc1,,N#Cc1cccnc1
37,2,3-pyridyllithium,Not Found,Not Found,Not Found,Not Found,[Li+].C1=C[C-]=CN=C1,[Li+].C1=C[C-]=CN=C1,,[Li+].C1=C[C-]=CN=C1
37,2,phenyl-3-pyridylcarbinol,Not Found,Not Found,Not Found,Not Found,Not Found,C1(=CC=CC=C1)C(O)C=1C=NC=CC1,,C1(=CC=CC=C1)C(O)C=1C=NC=CC1
37,2,β-benzoylpicolinic acid,Not Found,Not Found,Not Found,Not Found,Not Found,C(C1=CC=CC=C1)(=O)C=1C(=NC=CC1)C(=O)O,,C(C1=CC=CC=C1)(=O)C=1C(=NC=CC1)C(=O)O
37,2,quinolinic acid anhydride,Not Found,Not Found,Not Found,Not Found,C1=CC2=C(C(=O)OC2=O)N=C1,C1=CC2=C(C(=O)OC2=O)N=C1,,C1=CC2=C(C(=O)OC2=O)N=C1
37,2,isonicotinic acid ,55-22-1,OC(=O)c1ccncc1,OC(=O)c1ccncc1,OC(=O)c1ccncc1,OC(=O)c1ccncc1,OC(=O)c1ccncc1,,OC(=O)c1ccncc1
37,3,sulfuric acid ,7664-93-9,O[S](O)(=O)=O,O[S](O)(=O)=O,O[S](O)(=O)=O,O[S](O)(=O)=O,O[S](O)(=O)=O,,O[S](O)(=O)=O
37,3,hydrochloric acid ,7647-01-0,[H+].[Cl-],[H+].[Cl-],[H+].[Cl-],[H+].[Cl-],[H+].[Cl-],,[H+].[Cl-]
37,3,acetic acid ,64-19-7,CC(O)=O,CC(O)=O,CC(O)=O,CC(O)=O,CC(O)=O,,CC(O)=O
37,3,Benzene ,71-43-2,c1ccccc1,c1ccccc1,c1ccccc1,c1ccccc1,c1ccccc1,,c1ccccc1
37,3,ether ,60-29-7,CCOCC,CCOCC,CCOCC,CCOCC,CCOCC,,CCOCC
37,3,sodium acetate ,127-09-3,[Na+].CC([O-])=O,[Na+].CC([O-])=O,[Na+].CC([O-])=O,[Na+].CC([O-])=O,[Na+].CC([O-])=O,,[Na+].CC([O-])=O
37,3,sodium bicarbonate ,144-55-8,[Na+].OC([O-])=O,[Na+].OC([O-])=O,[Na+].OC([O-])=O,[Na+].OC([O-])=O,[Na+].OC([O-])=O,,[Na+].OC([O-])=O
37,3,sodium chloride ,7647-14-5,[Na+].[Cl-],[Na+].[Cl-],[Na+].[Cl-],[Na+].[Cl-],[Na+].[Cl-],,[Na+].[Cl-]
37,3,sodium sulfate ,7757-82-6,[Na+].[Na+].[O-][S]([O-])(=O)=O,[Na+].[Na+].[O-][S]([O-])(=O)=O,[Na+].[Na+].[O-][S]([O-])(=O)=O,[Na+].[Na+].[O-][S]([O-])(=O)=O,[Na+].[Na+].[O-][S]([O-])(=O)=O,,[Na+].[Na+].[O-][S]([O-])(=O)=O
37,3,carbon tetrachloride ,56-23-5,ClC(Cl)(Cl)Cl,ClC(Cl)(Cl)Cl,ClC(Cl)(Cl)Cl,ClC(Cl)(Cl)Cl,ClC(Cl)(Cl)Cl,,ClC(Cl)(Cl)Cl
37,3,nitrogen ,7727-37-9,N#N,N#N,N#N,N#N,N#N,,N#N
37,3,sodium methoxide ,124-41-4,[Na+].C[O-],[Na+].C[O-],[Na+].C[O-],[Na+].C[O-],[Na+].C[O-],,[Na+].C[O-]
37,3,sulfuryl chloride ,7791-25-5,Cl[S](Cl)(=O)=O,Cl[S](Cl)(=O)=O,Cl[S](Cl)(=O)=O,Cl[S](Cl)(=O)=O,Cl[S](Cl)(=O)=O,,Cl[S](Cl)(=O)=O
37,3,pyridine ,110-86-1,c1ccncc1,c1ccncc1,c1ccncc1,c1ccncc1,c1ccncc1,,c1ccncc1
37,3,methylmagnesium iodide ,917-64-6,[CH3-]|[Mg++].[I-],[CH3-]|[Mg++].[I-],[CH3-]|[Mg++].[I-],[CH3-]|[Mg++].[I-],[CH3-]|[Mg++].[I-],,[CH3-]|[Mg++].[I-]
37,3,"2,4-Dinitrophenylhydrazine ",119-26-6,NNc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,NNc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,NNc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,NNc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,NNc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,,NNc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O
37,3,nitrosyl chloride ,2696-92-6,ClN=O,ClN=O,ClN=O,ClN=O,ClN=O,,ClN=O
37,3,stannic chloride ,7646-78-8,[Cl]|[Sn](|[Cl])(|[Cl])|[Cl],[Cl]|[Sn](|[Cl])(|[Cl])|[Cl],[Cl]|[Sn](|[Cl])(|[Cl])|[Cl],[Cl]|[Sn](|[Cl])(|[Cl])|[Cl],[Cl]|[Sn](|[Cl])(|[Cl])|[Cl],,[Cl]|[Sn](|[Cl])(|[Cl])|[Cl]
37,3,magnesium sulfate ,7487-88-9,[Mg++].[O-][S]([O-])(=O)=O,[Mg++].[O-][S]([O-])(=O)=O,[Mg++].[O-][S]([O-])(=O)=O,[Mg++].[O-][S]([O-])(=O)=O,[Mg++].[O-][S]([O-])(=O)=O,,[Mg++].[O-][S]([O-])(=O)=O
37,3,Diazomethane ,334-88-3,C=[N+]=[N-],C=[N+]=[N-],C=[N+]=[N-],C=[N+]=[N-],C=[N+]=[N-],,C=[N+]=[N-]
37,3,magnesium oxide ,1309-48-4,O=[Mg],O=[Mg],O=[Mg],O=[Mg],O=[Mg],,O=[Mg]
37,3,sodium dichromate dihydrate ,10588-01-9,[Na+].[Na+].[O-][Cr](=O)(=O)O[Cr]([O-])(=O)=O,[Na+].[Na+].[O-][Cr](=O)(=O)O[Cr]([O-])(=O)=O,[Na+].[Na+].[O-][Cr](=O)(=O)O[Cr]([O-])(=O)=O,[Na+].[Na+].[O-][Cr](=O)(=O)O[Cr]([O-])(=O)=O,[Na+].[Na+].[O-][Cr](=O)(=O)O[Cr]([O-])(=O)=O,,[Na+].[Na+].[O-][Cr](=O)(=O)O[Cr]([O-])(=O)=O
37,3,dimethylformamide ,68-12-2,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,CN(C)C=O,,CN(C)C=O
37,3,N-bromosuccinimide ,128-08-5,BrN1C(=O)CCC1=O,BrN1C(=O)CCC1=O,BrN1C(=O)CCC1=O,BrN1C(=O)CCC1=O,BrN1C(=O)CCC1=O,,BrN1C(=O)CCC1=O
37,3,"2,4,6-collidine ",108-75-8,Cc1cc(C)nc(C)c1,Cc1cc(C)nc(C)c1,Cc1cc(C)nc(C)c1,Cc1cc(C)nc(C)c1,Cc1cc(C)nc(C)c1,,Cc1cc(C)nc(C)c1
37,3,2-methylcyclohexanone ,583-60-8,CC1CCCCC1=O,CC1CCCCC1=O,CC1CCCCC1=O,CC1CCCCC1=O,CC1CCCCC1=O,,CC1CCCCC1=O
37,3,2-methylcyclohexanol ,583-59-5,CC1CCCCC1O,CC1CCCCC1O,CC1CCCCC1O,CC1CCCCC1O,CC1CCCCC1O,,CC1CCCCC1O
37,3,1-methylcyclohexene,Not Found,Not Found,Not Found,Not Found,CC1=CCCCC1,CC1=CCCCC1,,CC1=CCCCC1
37,3,"2-Methyl-2-cyclohexenone,
2-Cyclohexen-1-one, 2-methyl- ",1121-18-2,CC1=CCCCC1=O,CC1=CCCCC1=O,CC1=CCCCC1=O,CC1=CCCCC1=O,CC1=CCCCC1=O,,CC1=CCCCC1=O
37,3,"2-Chloro-2-methylcyclohexanone,
Cyclohexanone, 2-chloro-2-methyl- ",10409-46-8,CC1(Cl)CCCCC1=O,CC1(Cl)CCCCC1=O,CC1(Cl)CCCCC1=O,CC1(Cl)CCCCC1=O,CC1(Cl)CCCCC1=O,,CC1(Cl)CCCCC1=O
37,3,collidine hydrochloride,Not Found,Not Found,Not Found,Not Found,CC1=CC(=NC(=C1)C)C.Cl,CC1=CC(=NC(=C1)C)C.Cl,,CC1=CC(=NC(=C1)C)C.Cl
37,3,Lithium chloride ,7447-41-8,[Li+].[Cl-],[Li+].[Cl-],[Li+].[Cl-],[Li+].[Cl-],[Li+].[Cl-],,[Li+].[Cl-]
37,3,2-methylenecyclohexanone,Not Found,Not Found,Not Found,Not Found,C=C1CCCCC1=O,C=C1CCCCC1=O,,C=C1CCCCC1=O
37,3,"1,2-Cyclohexanedione ",765-87-7,O=C1CCCCC1=O,O=C1CCCCC1=O,O=C1CCCCC1=O,O=C1CCCCC1=O,O=C1CCCCC1=O,,O=C1CCCCC1=O
37,3,5-heptenoic acid chloride,Not Found,Not Found,Not Found,Not Found,Not Found,C(CCCC=CC)(=O)Cl,,C(CCCC=CC)(=O)Cl
37,4,phosphorus pentachloride and oxychloride,Not Found,Not Found,Not Found,Not Found,Not Found,O(Cl)Cl.P(Cl)(Cl)(Cl)(Cl)Cl,,O(Cl)Cl.P(Cl)(Cl)(Cl)(Cl)Cl
37,4,hydrogen chloride ,7647-01-0,[H+].[Cl-],[H+].[Cl-],[H+].[Cl-],[H+].[Cl-],[H+].[Cl-],,[H+].[Cl-]
37,4,ether ,60-29-7,CCOCC,CCOCC,CCOCC,CCOCC,CCOCC,,CCOCC
37,4,sodium hydroxide ,1310-73-2,[OH-].[Na+],[OH-].[Na+],[OH-].[Na+],[OH-].[Na+],[OH-].[Na+],,[OH-].[Na+]
37,4,phosphorus pentachloride ,10026-13-8,Cl[P](Cl)(Cl)(Cl)Cl,Cl[P](Cl)(Cl)(Cl)Cl,Cl[P](Cl)(Cl)(Cl)Cl,Cl[P](Cl)(Cl)(Cl)Cl,Cl[P](Cl)(Cl)(Cl)Cl,,Cl[P](Cl)(Cl)(Cl)Cl
37,4,sodium carbonate ,497-19-8,[Na+].[Na+].[O-]C([O-])=O,[Na+].[Na+].[O-]C([O-])=O,[Na+].[Na+].[O-]C([O-])=O,[Na+].[Na+].[O-]C([O-])=O,[Na+].[Na+].[O-]C([O-])=O,,[Na+].[Na+].[O-]C([O-])=O
37,4,Phosphorus Oxychloride ,21295-50-1,ClP=O,ClP=O,ClP=O,ClP=O,ClP=O,,ClP=O
37,4,"2-Chloronicotinonitrile,
Nicotinonitrile, 2-chloro- ",6602-54-6,Clc1ncccc1C#N,Clc1ncccc1C#N,Clc1ncccc1C#N,Clc1ncccc1C#N,Clc1ncccc1C#N,,Clc1ncccc1C#N
37,4,nicotinamide-1-oxide ,1986-81-8,NC(=O)C1=C[NH++]([O-])C=C[CH-]1,NC(=O)C1=C[NH++]([O-])C=C[CH-]1,NC(=O)C1=C[NH++]([O-])C=C[CH-]1,NC(=O)C1=C[NH++]([O-])C=C[CH-]1,NC(=O)C1=C[NH++]([O-])C=C[CH-]1,,NC(=O)C1=C[NH++]([O-])C=C[CH-]1
37,4,2-chloronicotinamide ,10366-35-5,NC(=O)c1cccnc1Cl,NC(=O)c1cccnc1Cl,NC(=O)c1cccnc1Cl,NC(=O)c1cccnc1Cl,NC(=O)c1cccnc1Cl,,NC(=O)c1cccnc1Cl
37,4,3-amino-2-chloropyridine ,6298-19-7,Nc1cccnc1Cl,Nc1cccnc1Cl,Nc1cccnc1Cl,Nc1cccnc1Cl,Nc1cccnc1Cl,,Nc1cccnc1Cl
37,4,phosphorus pentoxide ,1314-56-3,O=[P]12O[P]3(=O)O[P](=O)(O1)O[P](=O)(O2)O3,O=[P]12O[P]3(=O)O[P](=O)(O1)O[P](=O)(O2)O3,O=[P]12O[P]3(=O)O[P](=O)(O1)O[P](=O)(O2)O3,O=[P]12O[P]3(=O)O[P](=O)(O1)O[P](=O)(O2)O3,O=[P]12O[P]3(=O)O[P](=O)(O1)O[P](=O)(O2)O3,,O=[P]12O[P]3(=O)O[P](=O)(O1)O[P](=O)(O2)O3
47,0,hydrogen chloride ,7647-01-0,[H+].[Cl-],[H+].[Cl-],[H+].[Cl-],[H+].[Cl-],[H+].[Cl-],,[H+].[Cl-]
47,0,carbon monoxide ,630-08-0,[C-]#[O+],[C-]#[O+],[C-]#[O+],[C-]#[O+],[C-]#[O+],,[C-]#[O+]
47,0,hydroquinone ,123-31-9,Oc1ccc(O)cc1,Oc1ccc(O)cc1,Oc1ccc(O)cc1,Oc1ccc(O)cc1,Oc1ccc(O)cc1,,Oc1ccc(O)cc1
47,0,potassium permanganate ,7722-64-7,Not Found,[O-][Mn](=O)(=O)=O.[K+],[O-][Mn](=O)(=O)=O.[K+],[O-][Mn](=O)(=O)=O.[K+],[O-][Mn](=O)(=O)=O.[K+],,[O-][Mn](=O)(=O)=O.[K+]
47,0,sodium sulfate ,7757-82-6,[Na+].[Na+].[O-][S]([O-])(=O)=O,[Na+].[Na+].[O-][S]([O-])(=O)=O,[Na+].[Na+].[O-][S]([O-])(=O)=O,[Na+].[Na+].[O-][S]([O-])(=O)=O,[Na+].[Na+].[O-][S]([O-])(=O)=O,,[Na+].[Na+].[O-][S]([O-])(=O)=O
47,0,aluminum chloride ,3495-54-3,[Al+3].[Cl-].[Cl-].[Cl-].C[N+]([O-])=O,[Al+3].[Cl-].[Cl-].[Cl-].C[N+]([O-])=O,[Al+3].[Cl-].[Cl-].[Cl-].C[N+]([O-])=O,[Al+3].[Cl-].[Cl-].[Cl-].C[N+]([O-])=O,[Al+3].[Cl-].[Cl-].[Cl-].C[N+]([O-])=O,,[Al+3].[Cl-].[Cl-].[Cl-].C[N+]([O-])=O
47,0,Mesitylene ,108-67-8,Cc1cc(C)cc(C)c1,Cc1cc(C)cc(C)c1,Cc1cc(C)cc(C)c1,Cc1cc(C)cc(C)c1,Cc1cc(C)cc(C)c1,,Cc1cc(C)cc(C)c1
47,0,methylene chloride ,75-09-2,ClCCl,ClCCl,ClCCl,ClCCl,ClCCl,,ClCCl
47,0,boron trifluoride ,7637-07-2,FB(F)F,FB(F)F,FB(F)F,FB(F)F,FB(F)F,,FB(F)F
47,0,ethoxymethyleneaniline ,6780-49-0,CCOC=Nc1ccccc1,CCOC=Nc1ccccc1,CCOC=Nc1ccccc1,CCOC=Nc1ccccc1,CCOC=Nc1ccccc1,,CCOC=Nc1ccccc1
47,0,"Mesitaldehyde,
Benzaldehyde, 2,4,6-trimethyl- ",487-68-3,Cc1cc(C)c(C=O)c(C)c1,Cc1cc(C)c(C=O)c(C)c1,Cc1cc(C)c(C=O)c(C)c1,Cc1cc(C)c(C=O)c(C)c1,Cc1cc(C)c(C=O)c(C)c1,,Cc1cc(C)c(C=O)c(C)c1
47,0,Mesitoyl chloride ,938-18-1,Cc1cc(C)c(c(C)c1)C(Cl)=O,Cc1cc(C)c(c(C)c1)C(Cl)=O,Cc1cc(C)c(c(C)c1)C(Cl)=O,Cc1cc(C)c(c(C)c1)C(Cl)=O,Cc1cc(C)c(c(C)c1)C(Cl)=O,,Cc1cc(C)c(c(C)c1)C(Cl)=O
47,0,mesitylmagnesium bromide ,2633-66-1,Not Found,CC1=CC(=[C-]C(=C1)C)C.[Mg+2].[Br-],CC1=CC(=[C-]C(=C1)C)C.[Mg+2].[Br-],CC1=CC(=[C-]C(=C1)C)C.[Mg+2].[Br-],CC1=CC(=[C-]C(=C1)C)C.[Mg+2].[Br-],,CC1=CC(=[C-]C(=C1)C)C.[Mg+2].[Br-]
47,0,titanium tetrachloride ,7550-45-0,[Cl-].[Cl-].[Cl-].[Cl-].[Ti+4],[Cl-].[Cl-].[Cl-].[Cl-].[Ti+4],[Cl-].[Cl-].[Cl-].[Cl-].[Ti+4],[Cl-].[Cl-].[Cl-].[Cl-].[Ti+4],[Cl-].[Cl-].[Cl-].[Cl-].[Ti+4],,[Cl-].[Cl-].[Cl-].[Cl-].[Ti+4]
47,0,Dichloromethyl methyl ether ,4885-02-3,COC(Cl)Cl,COC(Cl)Cl,COC(Cl)Cl,COC(Cl)Cl,COC(Cl)Cl,,COC(Cl)Cl
47,0,acetylmesitylene,Not Found,Not Found,Not Found,Not Found,CC1=CC(=C(C(=C1)C)C(=O)C)C,CC1=CC(=C(C(=C1)C)C(=O)C)C,,CC1=CC(=C(C(=C1)C)C(=O)C)C
47,0,iron pentacarbonyl,Not Found,Not Found,Not Found,Not Found,C=O.C=O.C=O.C=O.C=O.[Fe],C=O.C=O.C=O.C=O.C=O.[Fe],,C=O.C=O.C=O.C=O.C=O.[Fe]
47,0,formyl fluoride ,1493-02-3,FC=O,FC=O,FC=O,FC=O,FC=O,,FC=O
47,1,H2O,Not Found,Not Found,Not Found,Not Found,O,O,,O
47,1,dehydrobenzene,Not Found,Not Found,Not Found,Not Found,C1=CC#CC=C1,C1=CC#CC=C1,,C1=CC#CC=C1
47,1,calcium chloride ,10043-52-4,[Cl-].[Cl-].[Ca++],[Cl-].[Cl-].[Ca++],[Cl-].[Cl-].[Ca++],[Cl-].[Cl-].[Ca++],[Cl-].[Cl-].[Ca++],,[Cl-].[Cl-].[Ca++]
47,1,sulfuric acid ,7664-93-9,O[S](O)(=O)=O,O[S](O)(=O)=O,O[S](O)(=O)=O,O[S](O)(=O)=O,O[S](O)(=O)=O,,O[S](O)(=O)=O
47,1,hydrochloric acid ,7647-01-0,[H+].[Cl-],[H+].[Cl-],[H+].[Cl-],[H+].[Cl-],[H+].[Cl-],,[H+].[Cl-]
47,1,acetic acid ,64-19-7,CC(O)=O,CC(O)=O,CC(O)=O,CC(O)=O,CC(O)=O,,CC(O)=O
47,1,ammonia ,7664-41-7,N,N,N,N,N,,N
47,1,ethyl acetate ,141-78-6,CCOC(C)=O,CCOC(C)=O,CCOC(C)=O,CCOC(C)=O,CCOC(C)=O,,CCOC(C)=O
47,1,ether ,60-29-7,CCOCC,CCOCC,CCOCC,CCOCC,CCOCC,,CCOCC
47,1,ammonium chloride ,12125-02-9,[NH4+].[Cl-],[NH4+].[Cl-],[NH4+].[Cl-],[NH4+].[Cl-],[NH4+].[Cl-],,[NH4+].[Cl-]
47,1,hydrogen ,1333-74-0,[H],[H],[H],[H],[H],,[H]
47,1,acetonitrile ,75-05-8,CC#N,CC#N,CC#N,CC#N,CC#N,,CC#N
47,1,sodium hydroxide ,1310-73-2,[OH-].[Na+],[OH-].[Na+],[OH-].[Na+],[OH-].[Na+],[OH-].[Na+],,[OH-].[Na+]
47,1,glycerol ,56-81-5,OCC(O)CO,OCC(O)CO,OCC(O)CO,OCC(O)CO,OCC(O)CO,,OCC(O)CO
47,1,magnesium ,7439-95-4,[Mg++],[Mg++],[Mg++],[Mg++],[Mg++],,[Mg++]
47,1,sulfur dioxide ,7446-09-5,O=[S]=O,O=[S]=O,O=[S]=O,O=[S]=O,O=[S]=O,,O=[S]=O
47,1,nitrogen ,7727-37-9,N#N,N#N,N#N,N#N,N#N,,N#N
47,1,sodium nitrite ,7632-00-0,[Na+].[O-]N=O,[Na+].[O-]N=O,[Na+].[O-]N=O,[Na+].[O-]N=O,[Na+].[O-]N=O,,[Na+].[O-]N=O
47,1,nitrous acid ,7782-77-6,ON=O,ON=O,ON=O,ON=O,ON=O,,ON=O
47,1,copper powder ,7440-50-8,[Cu],[Cu],[Cu],[Cu],[Cu],,[Cu]
47,1,potassium hydroxide ,1310-58-3,[OH-].[K+],[OH-].[K+],[OH-].[K+],[OH-].[K+],[OH-].[K+],,[OH-].[K+]
47,1,zinc ,7440-66-6,[Zn],[Zn],[Zn],[Zn],[Zn],,[Zn]
47,1,phosphoric acid ,7664-38-2,O[P](O)(O)=O,O[P](O)(O)=O,O[P](O)(O)=O,O[P](O)(O)=O,O[P](O)(O)=O,,O[P](O)(O)=O
47,1,methylene chloride ,75-09-2,ClCCl,ClCCl,ClCCl,ClCCl,ClCCl,,ClCCl
47,1,palladium oxide,Not Found,Not Found,Not Found,Not Found,O=[Pd],O=[Pd],,O=[Pd]
47,1,sulfamic acid ,5329-14-6,N[S](O)(=O)=O,N[S](O)(=O)=O,N[S](O)(=O)=O,N[S](O)(=O)=O,N[S](O)(=O)=O,,N[S](O)(=O)=O
47,1,CYCLOPENTADIENE ,542-92-7,C1C=CC=C1,C1C=CC=C1,C1C=CC=C1,C1C=CC=C1,C1C=CC=C1,,C1C=CC=C1
47,1,Benzenediazonium-2-carboxylate ,1608-42-0,Not Found,C1=CC=C(C(=C1)C(=O)[O-])[N+]#N,C1=CC=C(C(=C1)C(=O)[O-])[N+]#N,C1=CC=C(C(=C1)C(=O)[O-])[N+]#N,C1=CC=C(C(=C1)C(=O)[O-])[N+]#N,,C1=CC=C(C(=C1)C(=O)[O-])[N+]#N
47,1,"1,2,3-Benzothiadiazole 1,1-dioxide ",37150-27-9,Not Found,Not Found,Not Found,C1=CC=C2C(=C1)N=NS2(=O)=O,C1=CC=C2C(=C1)N=NS2(=O)=O,,C1=CC=C2C(=C1)N=NS2(=O)=O
47,1,2-Nitrobenzenesulfinic acid ,13165-79-2,Not Found,Not Found,Not Found,C1=CC=C(C(=C1)[N+](=O)[O-])S(=O)O,C1=CC=C(C(=C1)[N+](=O)[O-])S(=O)O,,C1=CC=C(C(=C1)[N+](=O)[O-])S(=O)O
