Index,Reactants,Reactant amounts,Products,Product amounts,Solvents,Reaction temperature,Reaction time,Yield
volume59article16_2_1,"disodium tetracarbonylferrate sesquidioxanate, methyl 6-bromohexanoate","72-78 g (0.21-0.23 mole), 41.8 g (0.200 mole)",Methyl 7-oxoheptanoate,17.9-20.0 g,tetrahydrofuran,N/A,at least 14 hours,57-63%
volume59article16_3_1,"disodium tetracarbonylferrate, N-methylpyrrolidinone, methyl 6-bromohexanoate, methyl iodide","72-78 g (0.21-0.23 mole), 600 ml, 41.8 g (0.200 mole), 64 g (28 ml, 0.45 mole)",Methyl 7-oxoöctanoate,24.0-24.8 g,N-methylpyrrolidinone,"Room temperature, ice bath",20-40 hours,70-72%
volume59article17_1_1,"triethylamine, chlorotrimethylsilane, cyclohexanone","60.6 g (0.600 mole), 32.6 g (0.300 mole), 24.5 g (0.250 mole)",1-trimethylsilyloxycyclohexene,33-35.5 g,"N,N-dimethylformamide",reflux,6 hours,78-84%
volume59article17_2_1,"1-trimethylsilyloxycyclohexene, diethylzinc, diiodomethane","17.0 g (0.100 mole), 18.5 g (0.146 mole), 40.2 g (0.150 mole)",1-trimethylsilyloxybicyclo[4.1.0]heptane,14.2-15.2 g,diethyl ether,Room temperature,8 hours,77-83%
volume59article17_3_1,"anhydrous iron(III) chloride, 1-trimethylsilyloxybicyclo[4.1.0]heptane","17.9 g (0.110 mole), 9.2 g (0.050 mole)",2-cyclohepten-1-one,4.3-4.5 g,"N,N-dimethylformamide","0-5°C, room temperature",2 hours,78-82%
volume59article19_1_1,"succinimide, silver nitrate, sodium ethoxide","28.9 g (0.292 mole), 48.58 g (0.2860 mole), 700 ml (0.280 mole)",Succinimide silver salt,51-54 g,"ethanol, dimethyl sulfoxide",N/A,"1.5 hours, 45 minutes",88-94%
volume59article19_2_1,"succinimide silver salt, ethyl iodide","51-54 g (0.25-0.26 mole), 51.4 g (26.4 ml, 0.330 mole)",2-Ethoxypyrrolin-5-one,11.5-16.7 g,chloroform,reflux,48 hours,32-46%
volume59article19_3_1,"2-ethoxypyrrolin-5-one, tert-butyl alcohol","6.26 g (0.0493 mole), 180 ml",tert-Butyl N-(1-ethoxycyclopropyl)carbamate,5.5-6.3 g,tert-butyl alcohol,N/A,N/A,56-64%
volume59article26_1_1,"glycine ethyl ester hydrochloride, methyl formate, triethylamine","69.5 g (0.495 mole), 250 ml, 55.0 g (0.544 mole)",N-formylglycine ethyl ester,51.7-61.5 g,methyl formate,reflux,20 hours,79-94%
volume60article10_1_1,"p,α,α-tribromoacetophenone, magnesium turnings, propargyl bromide","29.2 g (1.2 mol), 160 mL, 7.6 g (5.0 mL, 0.064 mol)","1,2,4,5-Hexatetraene",25-30 g,ethyl ether,"5-10°C, room temperature, 20°C","45 min, 15 min, 15 min",30-36%
volume60article10_1_2,"1,2,4,5-Hexatetraene, dimethyl acetylenedicarboxylate","25-30 g (0.32-0.38 mol), 69.4 g (60 mL, 0.49 mol)","Tetramethyl[2.2]paracyclophane-4,5,12,13-tetracarboxylate",27-35 g,benzene,"45°C, 70°C","5-7 hours, 20 hours",40-50%
