Index,Reactants,Reactant amounts,Products,Product amounts,Solvents,Reaction temperature,Reaction time,Yield
volume78article18_2_1,"cycloadduct 2, lithium aluminum hydride","22.4 g (0.072 mol), 2.66 g (0.070 mol)",4-Hydroxymethyl-3-dimethylamino-1-tert-butyldimethylsiloxy-1-cyclohexene,18.6 g,ether,5°C,"15 min, 60 min",91%
volume78article18_3_1,"amino alcohol 3, HF, THF","16.0 g (0.056 mol), 32 mL (0.128 mol), 300 mL",4-Hydroxymethyl-2-cyclohexen-1-one,5.90 g (84%),THF,"5°C, room temperature",20 hours,84%
volume78article19_1_1,"paraformaldehyde, toluene, concd hydrochloric acid, thiophenol","18.9 g (0.63 mol), 120 mL, 500 mL, 55.1 g (51.3 mL, 0.5 mol)",Chloromethyl phenyl sulfide,57.9 g (73%),toluene,50°C,"1 hour at 50°C, 3 hours at room temperature",73%
volume78article19_2_1,"triethyl phosphite, chloromethyl phenyl sulfide","116.0 g (0.7 mol), 55.5 g (0.35 mol)",diethyl [(phenylthio)methyl]phosphonate,82.2 g,N/A,130-160°C,12 hours,91%
volume78article19_3_1,"diethyl [(phenylthio)methyl]phosphonate, aqueous hydrogen peroxide solution","75.0 g (0.29 mol), 90 mL",diethyl [(phenylsulfonyl)methyl]phosphonate,76.3 g,acetic acid,50°C,3 hours,90%
volume78article20_1_1,"(S)-ethyl lactate, O-benzyl-2,2,2-trichloroacetimidate, trifluoromethanesulfonic acid","11.8 g (100 mmol), 50.9 g (200 mmol), 0.4 mL (4.53 mmol)",(S)-Ethyl 2-(benzyloxy)propanoate,18.7 g (90%),"cyclohexane, dichloromethane",Room temperature,48-60 hours,90%
volume78article20_2_1,"(−)-(S)-ethyl 2-(benzyloxy)propanoate, diisobutylaluminum hydride","18.7 g (90 mmol), 126 mL (126 mmol)",(−)-(S)-2-(Benzyloxy)propanal,14.4 g (98%),diethyl ether,-78°C,at least 1 hour,98%
volume78article20_3_1,"lithium bromide, diethyl [(phenylsulfonyl)methyl]phosphonate, triethylamine, (−)-(S)-2-(benzyloxy)propanal","13.1 g (151 mmol), 36.6 g (125 mmol), 19.1 mL (13.9 g, 138 mmol), 20.6 g (125 mmol)","(−)-(E,S)-3-(Benzyloxy)-1-butenyl phenyl sulfone",34.2 g,acetonitrile,0°C,ca. 12 hours,90%
volume78article21_1_1,"(−)-(E,S)-3-(benzyloxy)-1-butenyl phenyl sulfone, nonacarbonyldiiron","3.03 g (10.0 mmol), 4.73 g (13.0 mmol)","(+)-(E,1R,3S)-Tetracarbonyl[(3-(benzyloxy)-1-(phenylsulfonyl)-η2-but-1-ene]iron(0)",1.88-3.05 g,hexane,Room temperature,3 days,40-65%
volume78article21_2_1,"(+)-(E,1R,3S)-tetracarbonyl[(1-2η)-3-(benzyloxy)-1-(phenylsulfonyl)-but-1-ene]iron(0), HBF4","1.88 g (4.0 mmol), 0.7 mL (4.8 mmol)","(+)-(1R,2S,3R)-Tetracarbonyl[(1-3η)-1-(phenylsulfonyl)but-2-en-1-yl]iron(1+) tetrafluoroborate",1.73 g (96%),diethyl ether,30°C,ca. 2 hours,96%
volume78article22_1_1,"2-furoyl chloride, tert-butyl alcohol, sodium azide","10 g (0.07 mol), 80 mL, 5.1 g (0.08 mol)",Furan-2-ylcarbamic acid tert-butyl ester,10.8 g,tert-butyl alcohol,reflux,15 hours,81%
volume78article22_2_1,"3-methyl-3-buten-1-ol, triethylamine, methanesulfonyl chloride","20 g (0.23 mol), 36 mL (0.24 mol), 14.4 g (0.24 mol)",4-bromo-2-methyl-1-butene,17.7 g (51%),"dichloromethane, acetone","-5°C, 0°C, 35°C","2 hours, 18 hours",51%
volume78article22_3_1,"furan-2-ylcarbamic acid tert-butyl ester, sodium hydroxide, potassium carbonate, tetrabutylammonium hydrogen sulfate, 4-bromo-2-methyl-1-butene","4.0 g (21.8 mmol), 3.1 g (76.4 mmol), 6.04 g (43.7 mmol), 1.48 g (4.4 mmol), 3.9 g (26.2 mmol)",tert-Butyl N-(3-methyl-3-butenyl)-N-(2-furyl)carbamate,5.0 g,toluene,80°C,1 hr,91%
volume78article22_4_1,tert-butyl N-(3-methyl-3-butenyl)-N-(2-furyl)carbamate,3.7 g (14.7 mmol),"tert-butyl 3a-methyl-5-oxo-2,3,3a,4,5,6-hexahydroindole-1-carboxylate",2.8 g (70-75%),toluene,160°C,14 hours,70-75%
volume78article23_1_1,"2-chlorocyclohexanone, pyrrolidine","15 g (0.11 mol), 48 mL (0.57 mol)",6-chloro-1-pyrrolidinocyclohexene,20.76 g (0.11 mol),cyclohexane,"0°C, room temperature","30 minutes, overnight",99%
volume78article23_2_1,"silver tetrafluoroborate, furan, crude 1","30.8 g (0.158 mol), 80 mL (1.1 mol), 120 mL","11-Oxatricyclo[4.3.1.12,5]undec-3-en-10-one",47.4 g (0.16 mol),methylene chloride,-78°C to room temperature,12 hours,N/A
volume78article23_3_1,"2-chlorocyclohexanone, sodium hydroxide",N/A,"11-oxatricyclo[4.3.1.12,5]undec-3-en-10-one",13.0 g,"deionized water, methanol",room temperature,10 hours,72%
volume78article24_1_1,"L-phenylalanine methyl ester hydrochloride, triphosgene","5.50 g (25.5 mmol), 2.52 g (8.42 mmol)",methyl (S)-2-isocyanato-3-phenylpropanoate,5.15 g,"methylene chloride, saturated aqueous sodium bicarbonate",Ice bath,15 min,98%
volume78article25_1_1,"trans-α-methylstilbene, tetrahydrothiopyran-4-one, Oxone, sodium bicarbonate","3.89 g (20.0 mmol), 0.12 g (1.0 mmol), 18.4 g (30.0 mmol), 7.8 g (93 mmol)","trans-2-methyl-2,3-diphenyloxirane",4.10-4.18 g,acetonitrile,Room temperature,3.5 hours,98-99%
volume78article26_1_1,"p-methoxybenzamide, N-bromosuccinimide, 1,8-diazabicyclo[5.4.0]undec-7-ene, methanol","10 g (66 mmol), 11.9 g (66 mmol), 22 mL (150 mmol), 300 mL",methyl N-(p-methoxyphenyl)carbamate,8.8 g,ethyl acetate,reflux,"15 min, 30 min",73-93%
volume78article27_1_1,"1,2:5,6-di-O-isopropylidene-D-glucose, phenyl chlorothionoformate, pyridine","12.6 g (48.2 mmol), 7.34 mL (53.1 mmol), 4.63 mL (57.9 mmol)","1,2:5,6-Bis-O-(1-methylethylidene)-O-phenyl carbonothioate-α-D-glucofuranose","13.9 g, 1.50 g",dichloromethane,Room temperature,14 hours,"74%, 8%"
volume78article27_2_1,"1, (Bu3Sn)2O, AIBN, PMHS, 1-butanol","13.0 g (32.7 mmol), 0.620 mL (1.21 mmol), 0.800 g (4.90 mmol), 9.81 g (164 mmol), 16.4 mL (180 mmol)","3-Deoxy-1,2:5,6-bis-O-(1-methylethylidene)-α-D-ribo-hexofuranose",6.2-6.4 g,"benzene, THF",reflux,"3 hours, 3 hours, 15 hours",76-80%
volume78article28_1_1,"cyclopentanone-2-carboxylic acid ethyl ester, iron(III)chloride hexahydrate, methyl vinyl ketone","25.0 g (160 mmol), 865 mg (3.20 mmol), 15.0 mL (12.7 g, 182 mmol)",2-(3-oxobutyl)cyclopentanone-2-carboxylic acid ethyl ester,33.3-33.7 g,N/A,Room temperature,12 hours,91-93%
volume78article29_1_1,"1-cyclopenteneacetonitrile, ozone, dimethyl sulfide","5.0 g (46.7 mmol), N/A, 3.9 g (62.1 mmol)",1-oxo-2-cyclohexenyl-2-carbonitrile,4.8 g,dichloromethane,-78°C to room temperature,36 hours,85%
volume79article1_1_1,"magnesium, 2-perfluorohexyl-1-iodoethane","2.91 g (120 mmol), 1 mL",(Perfluorohexyl)ethylmagnesium iodide,N/A,ether,reflux,2.5 hours,N/A
volume79article1_2_1,"Phenyltin trichloride, Grignard reagent","2.46 mL (15 mmol), N/A",Tris(2-perfluorohexylethyl)phenyltin,17.2 g (13.9 mmol),dry benzene,reflux,overnight,93%
volume79article1_3_1,"fluorous phenyltinproduct, bromine","17.2 g (13.9 mmol), 0.71 mL (14 mmol)",Bromotris[2-(perfluorohexyl)ethyl]tin,15.8 g (12.7 mmol),"dry ether, FC-72, methylene chloride","0-1°C, 25°C",7 hours,92%
volume79article1_4_1,"fluorous tin bromide, lithium aluminum hydride","13.8 g (11.1 mmol), 11.1 mL (11.1 mmol)",Tris[(2-perfluorohexyl)ethyl]tin hydride,11.3 g (9.69 mmol),dry ether,0°C,6 hours,87%
volume79article2_1_1,"2,3-dihydrofuran, tert-butyllithium","3.15 g (3.4 mL, 45 mmol), 26.5 mL (45 mmol)","2,3-dihydro-5-furyllithium",N/A,THF,-85°C,30 minutes,N/A
volume79article2_2_1,"copper bromide-dimethyl sulfide complex, n-butyllithium","10.2 g (49.5 mmol), 44.4 mL (99 mmol)",lithium dibutylcuprate,N/A,diethyl ether,-80°C,6 min,N/A
volume79article2_3_1,"lithium dibutylcuprate, 2,3-dihydro-5-furyllithium, allyl bromide",N/A,(Z)-4-(2-Propenyl)-3-octen-1-ol,6.39 g,diethyl ether,-80°C to rt,overnight,84%
volume79article3_1_1,"titanocene dichloride, methylmagnesium chloride, toluene","41.5 g (0.167 mol), 126 mL (0.38 mol), 450 mL",DIMETHYLTITANOCENE,29.55 g (20% solution),toluene,-5°C to +5°C,1 hour,85.0%
volume79article4_1_1,"lithium acetylide-ethylenediamine complex, styrene oxide","50 g (543 mmol), 42.0 mL (368 mmol)",1-phenyl-3-butyn-1-ol,43.98 g,dimethyl sulfoxide,room temperature,2 hours,82%
volume79article4_2_1,"molybdenum hexacarbonyl, triethylamine, diethyl ether, 1-phenyl-3-butyn-1-ol","3.21 g (12.2 mmol), 220 mL (1.58 mol), 180 mL, 13.50 g (92.3 mmol)","2-Phenyl-2,3-dihydrofuran",10.3 g,diethyl ether,Room temperature,72 hours,76%
volume79article5_1_1,"ethyl 3-chloropropionate, sodium iodide","27.3 g (0.2 mol), 300 g (2 mol)",ethyl 3-iodopropionate,36.8 g,acetone,reflux,16 hours,82%
volume79article5_2_1,"4-bromobenzonitrile, butyllithium, zinc bromide","9.1 g (50 mmol), 32 mL (1.56 M in hexanes, 50 mmol), 36.6 mL (1.5 M in THF, 55 mmol)",4-Cyanophenylzinc bromide,N/A,tetrahydrofuran,-100°C to room temperature,N/A,N/A
volume79article5_3_1,"ethyl 3-iodopropionate, p-cyanophenylzinc bromide","4.56 g (20 mmol), N/A",Ethyl 3-(4-cyanophenyl)propionate,2.42 g (11.9 mmol),"THF, N-methylpyrrolidinone",-60°C to -14°C,12-15 hours,60%
volume79article6_1_1,"4-chlorophenol, pyridine, triflic anhydride","13.2 g (102.5 mmol), 9.1 mL (112.5 mmol), 18.7 mL (111.3 mmol)",4-Chlorophenyl trifluoromethanesulfonate,25.7 g,methylene chloride,-10°C to room temperature,1 hour,96%
volume79article6_2_1,"4-chlorophenyl trifluoromethanesulfonate, palladium acetate, toluene, [(R)-Tol-BINAP], 1-butanethiol, sodium bis(trimethylsilyl)amide, sodium hydroxide, hydrochloric acid, sodium chloride","17.6 g (67.5 mmol), 0.9 g (4.1 mmol), 425 mL, 3.1 g (4.5 mmol), 10.1 mL (94.5 mmol), 157.5 mL (94.5 mmol), 125 mL, 100 mL, 50 mL",n-Butyl 4-chlorophenyl sulfide,11.2 g,toluene,100°C,12 hours,83%
volume79article7_1_1,"4-bromoaniline, hydrochloric acid, sodium nitrite, morpholine, sodium bicarbonate","15.0 g (87 mmol), 36.4 mL (210 mmol), 6.30 g (91 mmol), 8.3 g (9.0 mL, 96 mmol), 130 mL",4-[(Bromophenyl)azo]morpholine,20.3 g,water,0°C,"20 min, 1 hour",85%
volume79article8_5_1,"(R)-3-(tert-butyldiphenylsilyloxy)-2-methylpropanal, (R)-methanesulfonate, PdCl2(dppf), indium(I) iodide","3.00 g, 1.50 g, 335 mg, 2.66 g","(2R,3S,4S)-1-(tert-butyldiphenylsilyloxy)-2,4-dimethyl-5-hexyn-3-ol",2.64 g,"THF, HMPA",N/A,1 hour,76%
volume79article18_1_1,"diethylzinc, methyl 4,4-dimethyl-3-oxopentanoate, methylene iodide","15.4 mL (150 mmol), 8.0 mL (50 mmol), 12.1 mL (150 mmol)","methyl 5,5-dimethyl-4-oxo-hexanoate",7.63-8.09 g,methylene chloride,ice-water bath,45 min,89-94%
volume79article27_3_1,"O-Ethyl S-[2-oximino-2-(p-chlorophenyl)ethyl]dithiocarbonate, anhydrous zinc chloride, hydrochloric acid","56.0 g (0.19 mol), 79.1 g (0.58 mol), 5.5 M hydrochloric acid (140 mL)",N-Hydroxy-4-(p-chlorophenyl)thiazole-2(3H)-thione,21.9 g,diethyl ether,"0°C, 20°C","48 hours, 30 minutes",53.5%
volume80article6_1_1,"dibenzofuran, tetramethylethylenediamine, sec-butyllithium, carbon dioxide","10.0 g (59.4 mmol), 27 mL (179 mmol), 137 mL (178 mmol), gaseous","Dibenzofuran-4,6-dicarboxylic acid",14.5 g,diethyl ether,"-78°C, 25°C",24 hours,96%
volume80article13_1_1,"methyl 5-hexenoate, chlorotitanium triisopropoxide, n-butylmagnesium chloride","2.0 g (15.6 mmol), 11.2 mL (11.2 mmol), 52 mL (52 mmol)",Bicyclo[3.1.0]hexan-1-ol,1.09 g,anhydrous ether,Room temperature,"6.5 hours, 20 minutes, 3 hours",71%
volume80article25_1_1,"(S)-1-phenylethylamine, acetonitrile, diisopropylethylamine, bromoacetonitrile","10.17 g (83.92 mmol), 170 mL, 29.2 mL (168 mmol), 6.43 mL (92.3 mmol)",(S)-[(1-phenylethyl)amino]acetonitrile,13.62 g,CH2Cl2,Ambient temperature,N/A,101%
